pin_int,unique_1cx,total_orders,total_revenue
246440,1,2,975.0
246441,1,1,3099.0
246443,9,11,33520.0
246444,14,14,25986.0
246446,1,1,1800.0
246448,1,1,2039.0
246449,3,3,6165.0
246455,3,3,5028.0
246469,2,2,5050.0
246472,2,2,2339.0
246474,1,1,965.0
246475,2,2,2889.2
246481,1,1,1800.0
246482,1,1,2500.0
246488,1,1,764.0
246495,1,1,3350.0
246701,117,124,273288.75
246721,7,7,23674.0
246722,15,15,25090.0
246724,3,3,4914.2
246725,34,36,60559.0
246726,8,8,20168.0
246727,1,1,2274.0
246729,1,1,3874.0
246731,17,18,38270.0
246732,3,3,7165.0
246733,13,14,34764.1
246734,12,13,22561.45
246735,2,2,7750.0
246736,2,2,5140.0
246737,2,2,2574.0
246738,1,1,900.0
246745,1,1,1400.0
246746,18,19,40018.0
246747,7,8,18489.0
246749,4,5,6878.0
246761,42,44,118024.98
246762,14,16,32936.0
246763,56,61,137306.0
246764,1,1,474.0
246776,1,1,1200.0
247001,316,336,595051.65
247002,13,15,40529.83
247091,1,1,1900.0
247120,1,1,764.0
247121,11,11,24119.0
247129,1,1,2900.0
247231,9,9,26414.0
247232,20,24,39744.8
247340,5,5,10434.1
247341,14,15,30799.0
247342,8,8,15039.0
247343,1,1,1500.0
247451,20,20,46002.0
247452,9,9,10004.0
247551,6,7,12866.15
247554,30,31,57840.1
247636,1,1,1675.0
247656,12,12,29822.0
247661,15,17,35062.0
247662,11,11,21853.0
247663,23,25,37468.24
247664,10,11,16979.0
247665,4,6,11739.0
247666,13,14,22204.0
247667,237,264,500801.55
247668,3,3,3113.0
247669,4,4,6619.1
247670,5,5,13183.15
247671,3,3,6540.0
247772,5,5,7948.0
247774,6,7,13839.0
247775,4,6,8735.0
247776,71,75,135316.1
247777,4,4,9524.0
247778,5,5,15683.1
248001,1431,1602,2884109.38
248002,134,146,297569.9
248003,92,98,174714.1
248004,3,3,4904.0
248005,115,125,233236.4
248006,39,46,74164.2
248007,220,250,431991.9
248008,97,103,219131.1
248009,42,49,83405.0
248010,1,1,1400.0
248011,37,39,60978.0
248012,6,9,19269.0
248013,21,23,44146.6
248014,6,7,13628.3
248015,6,6,13034.1
248016,1,1,719.1
248101,1,1,1800.0
248110,2,3,6280.0
248121,31,41,72243.1
248122,5,5,4809.0
248123,2,2,2474.0
248125,20,23,38994.3
248140,102,108,230523.3
248141,13,16,25593.0
248142,30,32,57328.0
248143,5,8,6291.0
248144,1,1,1695.0
248145,20,22,50474.1
248146,15,15,25198.0
248159,1,1,1900.0
248161,2,3,7544.0
248171,55,60,106468.15
248179,47,53,91502.0
248195,11,13,30523.2
248196,2,2,3074.0
248197,48,50,100016.0
248198,74,82,161615.1
248202,1,1,1860.0
248801,1,1,2299.0
248911,1,1,60.0
249001,30,32,64125.0
249122,1,1,5075.0
249124,4,4,6769.2
249130,1,1,1440.0
249131,1,1,2320.0
249137,22,32,59277.6
249141,1,1,5075.0
249145,11,12,30340.0
249155,3,3,7475.0
249161,11,11,32746.0
249171,1,1,3675.0
249175,2,2,7874.0
249180,2,2,3915.0
249185,1,1,4575.0
249192,4,5,10574.0
249193,49,56,124048.1
249194,1,1,0.0
249196,8,8,19072.1
249199,2,2,2500.0
249201,145,161,306580.2
249202,42,44,80825.45
249203,20,25,49953.74
249204,72,73,153195.2
249205,33,35,67213.0
249206,2,2,5340.0
249294,1,1,2000.0
249301,1,1,5975.0
249302,3,3,5965.0
249304,2,2,7150.0
249306,2,2,3940.0
249401,53,56,95014.3
249402,59,61,116953.2
249403,112,124,228860.28
249404,24,26,41118.1
249405,21,24,40066.1
249407,105,116,241044.5
249408,84,93,163552.3
249409,1,1,1660.0
249410,10,10,19078.0
249411,8,8,14973.0
249691,1,1,1400.0
249701,1,1,2099.0
250001,391,428,774900.33
250002,256,282,493003.79
250003,26,28,66247.5
250004,159,174,335906.9
250005,24,28,51881.1
250006,1,1,359.0
250101,17,17,37049.0
250103,19,22,45171.1
250104,4,5,17595.0
250106,1,1,975.0
250110,70,80,136811.9
250130,1,1,2039.0
250205,5,5,13965.0
250221,13,14,32036.4
250222,4,4,8228.0
250223,3,3,5585.0
250341,2,2,2740.0
250342,23,28,46327.0
250344,1,1,965.0
250345,2,2,6200.0
250401,21,21,40799.55
250404,6,7,9289.0
250406,10,10,27328.2
250501,8,8,13732.1
250601,6,7,13122.1
250606,6,6,13823.1
250609,19,21,34426.0
250611,50,54,112872.35
250615,3,3,3674.0
250617,6,6,18290.0
250619,1,1,2900.0
250621,2,2,5675.0
250622,3,3,10950.0
250623,2,2,3675.0
250626,2,2,5945.0
250645,1,1,2870.0
251001,190,202,350839.75
251002,39,42,72710.1
251003,3,3,4849.0
251201,36,39,68183.1
251202,2,2,1864.0
251203,4,4,10740.0
251301,6,6,8428.0
251305,4,4,6052.0
251306,4,4,10659.0
251307,2,2,6875.0
251308,3,3,4804.0
251309,18,20,35092.1
251311,4,4,6840.0
251314,11,11,26139.0
251315,2,3,3735.0
251316,7,7,17799.0
251318,2,2,4845.0
251319,2,2,1879.2
251320,2,2,5295.0
251327,2,2,4639.0
252008,1,2,1775.0
253601,1,1,2150.0
255001,1,1,3870.0
261001,114,128,230708.05
261121,6,6,15979.0
261125,1,1,399.0
261131,6,6,12559.0
261135,7,7,16933.0
261141,7,7,15654.0
261201,13,13,27145.0
261203,4,5,13600.0
261205,2,2,5950.0
261206,1,1,1575.0
261207,1,1,1565.0
261208,2,2,6975.0
261301,1,2,4473.0
261302,3,3,4850.0
261303,10,10,28560.0
261401,2,2,1839.0
261402,3,3,7765.0
261403,1,1,2115.0
261405,1,1,865.0
261501,1,1,0.0
261502,1,1,4575.0
261505,8,8,22538.1
262001,97,102,214336.8
262121,3,3,6050.0
262122,31,41,58806.35
262124,2,2,3530.0
262201,20,20,40792.0
262202,7,16,16649.0
262203,3,4,3115.0
262302,2,2,5790.0
262305,2,2,6640.0
262308,73,77,141270.6
262309,15,16,22867.0
262310,11,11,16618.1
262311,11,11,25373.0
262401,38,38,77175.1
262402,18,24,43326.0
262405,31,37,59883.93
262406,11,11,25038.2
262407,3,3,6549.0
262501,75,79,172128.03
262502,10,13,25388.3
262520,5,5,5098.0
262521,4,4,6750.0
262522,2,2,5940.0
262523,16,17,42143.15
262524,21,23,43551.0
262528,1,1,2150.0
262530,5,5,9999.0
262531,4,4,6360.0
262540,2,2,5275.0
262543,1,1,1990.0
262545,2,3,6455.0
262551,3,3,9168.0
262554,2,4,7900.0
262561,1,1,2000.0
262576,1,1,1400.0
262701,117,128,283009.69
262702,2,3,4664.0
262722,2,2,4140.0
262723,1,1,1350.0
262724,1,1,764.0
262725,1,2,1400.0
262726,1,1,865.0
262727,2,2,8275.0
262801,2,2,3475.0
262802,38,39,70633.25
262803,2,2,1830.0
262804,5,5,12100.0
262805,3,3,9895.0
262901,6,6,11479.0
262902,16,18,34416.0
262903,4,4,11389.15
262904,7,7,16688.0
262905,1,1,2975.0
262906,3,3,4105.0
262907,1,2,3875.0
263001,42,43,77247.0
263002,16,16,31594.0
263126,34,37,68361.35
263127,2,2,4075.0
263129,1,1,5014.15
263131,1,1,1565.0
263132,3,4,7475.0
263134,1,1,1699.0
263136,21,21,44252.0
263137,1,1,1099.0
263138,3,3,8514.0
263139,401,440,796705.05
263140,4,4,8074.0
263141,3,3,7719.0
263145,14,14,21382.7
263148,54,56,107508.5
263149,12,12,25501.2
263151,5,5,13599.0
263152,26,31,56804.0
263153,239,262,501715.25
263154,1,2,1800.0
263156,1,1,2575.0
263159,5,5,10199.0
263160,20,23,41003.5
263226,1,1,900.0
263401,4,4,10199.0
263601,85,91,176182.9
263620,1,2,4860.0
263624,1,1,2400.0
263632,1,1,1900.0
263636,2,2,4410.0
263637,6,9,19836.4
263639,1,1,1400.0
263640,1,1,1530.0
263641,5,6,10240.0
263642,34,36,76035.3
263643,2,2,6105.0
263645,32,35,82646.1
263646,1,1,2000.0
263651,2,4,3549.0
263652,5,5,9054.0
263653,11,11,23304.0
263656,5,5,14434.15
263663,5,5,8553.1
263667,1,1,3900.0
263676,1,1,1500.0
263679,1,1,2299.0
266866,1,1,5075.0
270001,1,1,2575.0
270315,1,1,1190.0
271001,71,79,157093.5
271002,25,31,63581.2
271003,10,11,28055.0
271007,1,1,1475.0
271122,4,4,10125.0
271124,2,2,5550.0
271126,1,1,1685.0
271129,1,1,4575.0
271201,39,45,82460.4
271202,1,1,1874.0
271205,2,2,6150.0
271206,3,3,7204.0
271208,9,10,23489.0
271210,4,6,11785.0
271301,2,3,4065.0
271302,10,12,21894.15
271303,4,4,11169.0
271305,1,1,2400.0
271306,2,2,4775.0
271307,2,2,4125.0
271308,4,4,8800.0
271309,2,2,4275.0
271310,1,1,2965.0
271311,1,1,699.0
271312,4,4,2574.0
271313,1,1,60.0
271314,1,1,2050.0
271401,1,1,975.0
271402,1,1,1475.0
271403,4,4,9839.0
271502,1,1,1800.0
271503,1,1,1775.0
271504,2,3,9935.0
271601,1,1,2975.0
271602,1,1,3874.0
271603,1,2,2430.0
271604,12,12,23344.1
271607,6,6,13775.0
271801,95,102,214879.9
271802,3,3,3094.0
271803,1,1,764.0
271805,1,1,965.0
271821,5,8,14519.0
271824,1,1,764.0
271825,3,4,6449.0
271831,20,20,54512.0
271835,3,4,9438.0
271840,4,4,6188.0
271841,1,1,1000.0
271845,7,8,19164.0
271855,6,6,9755.0
271861,1,1,299.0
271865,13,14,35278.0
271870,1,3,4675.0
271871,8,8,18758.0
271875,7,7,17540.0
271881,11,11,27848.0
271882,3,3,8274.0
271901,1,1,1400.0
271902,4,4,11629.0
271903,8,8,16854.0
271904,4,4,11040.0
272001,69,77,147886.24
272002,39,40,90769.2
272007,1,1,900.0
272123,3,3,9425.0
272124,6,6,10848.1
272125,1,1,1620.0
272126,3,3,7850.0
272127,1,1,975.0
272128,1,1,4374.0
272129,1,1,0.0
272131,6,7,14091.15
272151,5,5,10623.0
272152,1,1,1800.0
272153,15,15,30398.0
272154,1,1,975.0
272155,4,5,12925.0
272161,1,1,764.0
272162,1,1,1388.0
272163,4,4,10650.0
272164,1,1,1859.15
272165,1,1,1064.0
272170,2,2,1965.0
272173,2,2,4949.0
272175,44,49,117861.4
272176,1,1,2975.0
272189,4,4,9335.0
272190,3,3,5250.0
272192,7,8,19358.0
272193,1,1,2325.0
272194,6,6,10793.0
272195,2,2,6450.0
272199,3,3,5369.1
272201,7,10,21365.0
272202,2,2,6050.0
272203,2,2,4565.0
272204,3,3,6500.0
272205,4,4,8630.0
272206,2,2,1849.0
272207,23,24,57957.0
272208,2,3,6414.15
272271,6,6,15204.0
272301,3,3,4590.0
272302,1,1,2115.0
272306,1,1,700.0
273001,166,181,333565.7
273002,8,10,18933.2
273003,19,20,46991.1
273004,56,61,111914.4
273005,18,19,36454.0
273006,21,26,47367.0
273007,19,23,45029.1
273008,93,104,211116.18
273009,6,6,10678.0
273010,24,26,55052.2
273012,10,12,21927.0
273013,30,31,60331.0
273014,49,52,125031.75
273015,77,83,152061.45
273016,39,44,100948.3
273017,13,14,31569.0
273109,1,1,1500.0
273151,3,3,8010.0
273152,7,8,15098.1
273153,1,2,4395.0
273155,9,10,25050.0
273157,1,1,0.0
273158,2,2,6659.0
273161,4,4,3904.0
273162,5,7,12584.8
273163,9,9,20503.0
273164,17,22,42786.4
273165,10,10,25989.0
273201,5,5,9978.0
273202,3,3,9845.0
273203,1,1,1865.0
273207,4,4,13275.0
273209,13,15,37138.0
273211,1,1,764.0
273212,11,11,30664.0
273213,1,1,1765.0
273301,4,4,6929.0
273302,4,4,11699.0
273303,26,27,55694.0
273304,5,6,9310.0
273305,4,4,8884.0
273306,4,4,6909.0
273308,1,1,3990.0
273311,1,1,1824.0
273401,5,5,11553.0
273402,17,17,35307.0
273403,10,11,28177.0
273404,1,1,2685.0
273406,1,1,2965.0
273407,4,4,10019.15
273408,5,5,11489.0
273409,2,2,7450.0
273411,1,1,975.0
273412,2,2,4550.0
273413,12,13,35137.5
274001,98,108,205087.9
274149,2,2,8050.0
274182,2,2,7274.0
274201,4,5,12425.0
274202,6,7,16289.0
274203,13,13,36422.1
274204,9,9,13542.0
274205,3,3,8814.0
274206,1,1,2975.0
274207,4,4,9080.0
274208,2,2,7450.0
274301,12,12,24923.15
274302,4,4,8769.0
274303,4,5,10970.0
274304,38,44,101124.6
274305,2,2,1550.0
274306,1,1,5075.0
274401,6,8,15421.65
274402,22,24,45948.1
274403,4,4,5924.0
274404,3,3,9125.0
274405,3,3,6314.0
274406,14,15,33501.0
274407,10,11,24966.15
274408,2,2,4499.0
274409,2,2,4275.0
274501,4,4,4648.0
274502,8,8,14079.0
274505,1,1,1865.0
274508,1,1,0.0
274509,15,16,34602.0
274601,5,5,8984.0
274602,2,2,3150.0
274603,2,2,1575.0
274701,8,8,18909.0
274702,12,13,36324.1
274705,1,1,2975.0
274801,2,2,1565.0
274802,6,6,14367.6
275101,47,54,106006.05
275102,1,1,1200.0
275105,2,4,4705.0
275201,6,6,12100.0
275202,3,3,6715.0
275203,3,3,5763.1
275204,3,3,3409.7
275205,2,2,4439.0
275301,4,5,11660.0
275302,2,2,4875.0
275303,3,3,8695.0
275304,4,4,8499.0
275305,14,14,34440.0
275306,1,2,2475.0
275307,2,2,4760.0
275308,1,1,3655.0
276001,87,92,170362.0
276121,3,3,6325.0
276122,3,3,10325.0
276123,3,4,7984.2
276127,3,3,3073.0
276128,6,6,9433.25
276129,4,6,9660.0
276131,2,2,5374.0
276135,3,3,5745.0
276136,1,1,3575.0
276137,3,3,11869.15
276138,1,1,5075.0
276139,1,1,3305.0
276140,1,1,1575.0
276141,2,2,5250.0
276143,1,2,3375.0
276202,10,10,27239.0
276203,5,5,14760.0
276204,2,2,2675.0
276205,1,1,699.0
276206,2,2,3949.0
276207,6,6,12743.0
276225,1,1,1600.0
276288,2,4,5175.0
276301,2,2,5540.0
276303,2,2,3940.0
276304,6,8,14480.0
276305,10,13,33235.0
276306,6,7,16849.1
276401,1,1,1865.0
276402,3,3,8159.0
276403,12,13,28463.0
276404,8,8,10728.0
276405,1,1,1600.0
276406,1,1,965.0
277001,67,73,151138.64
277121,2,2,4799.0
277123,1,1,1425.0
277201,2,2,5380.0
277202,4,4,6825.0
277203,3,3,5513.0
277204,1,1,3300.0
277207,2,2,4369.0
277208,2,2,2975.0
277209,5,5,11180.0
277211,3,4,11190.0
277216,1,1,2145.0
277301,1,1,4375.0
277303,5,8,14350.0
277304,5,6,8469.0
277401,2,2,2840.0
277402,1,1,1500.0
277503,1,1,629.1
277504,1,1,2275.0
277506,5,6,7595.0
280001,1,1,2325.0
280296,1,1,1960.0
281001,170,185,357789.35
281003,12,12,23677.15
281004,74,83,162908.9
281005,4,4,13690.0
281006,48,51,118363.3
281104,1,1,965.0
281121,105,124,214807.6
281122,5,5,8600.0
281201,4,5,9652.0
281202,2,2,4824.0
281204,14,16,38371.1
281205,1,2,4875.0
281206,1,1,764.0
281301,1,1,2075.0
281302,3,4,7748.0
281303,1,1,965.0
281305,2,2,4840.0
281306,9,9,11027.0
281308,2,2,2300.0
281401,8,10,23587.0
281403,24,26,55219.35
281405,3,3,4189.83
281406,8,8,10898.0
281502,8,8,21455.0
281504,3,3,889.0
282001,201,213,430117.7
282002,99,104,202291.03
282003,41,45,85626.0
282004,71,81,141121.3
282005,132,143,238580.65
282006,52,55,117563.15
282007,150,162,317324.95
282008,20,20,37692.15
282009,22,25,48683.2
282010,94,102,213896.1
283101,3,3,4215.0
283102,4,4,6240.0
283103,2,4,4079.0
283104,2,2,5020.0
283105,19,21,43987.15
283110,1,1,435.0
283111,8,8,17089.0
283112,1,1,1565.0
283114,4,4,13779.15
283115,4,4,9883.0
283121,1,2,3875.0
283122,4,4,7615.0
283123,1,1,3874.0
283124,2,2,5440.0
283125,6,6,11435.0
283126,4,4,10025.0
283135,32,35,62794.5
283136,2,3,6850.0
283141,4,4,7879.0
283142,1,4,8495.0
283145,3,3,8750.0
283151,9,11,14244.2
283152,1,1,1964.0
283201,2,4,4640.0
283202,7,7,12144.83
283203,89,98,195451.65
283204,33,35,71443.4
283205,3,3,6735.0
284001,147,163,307178.2
284002,75,78,165831.35
284003,194,213,430332.15
284005,1,1,1575.0
284120,16,18,27588.05
284121,2,2,2610.0
284123,1,1,480.0
284126,7,8,18510.0
284128,27,27,50390.1
284135,17,19,38956.25
284201,4,4,7115.0
284202,8,9,16218.0
284203,5,1003,1210250.0
284204,14,16,35126.2
284205,6,6,9390.0
284208,1,2,2665.0
284301,1,1,1875.0
284302,1,1,1875.0
284303,2,2,4265.0
284304,1,1,2050.0
284305,4,4,11949.0
284401,17,17,32540.690000000002
284402,1,1,4375.0
284403,56,64,126836.3
284404,3,3,2358.1
284405,5,5,12313.15
284406,1,1,1515.0
284419,3,3,7734.0
285001,85,96,179965.1
285002,1,1,1800.0
285123,9,9,18360.0
285125,1,1,1860.0
285126,3,4,3263.0
285127,1,1,5075.0
285128,1,1,2375.0
285201,4,5,9298.0
285203,2,2,3560.0
285204,2,2,2850.0
285205,9,9,23974.1
300051,1,1,3199.0
300101,2,2,3600.0
300802,1,1,2900.0
300951,1,1,3675.0
301001,212,229,438659.68
301018,15,16,25097.15
301019,149,160,288194.9
301020,3,3,7609.0
301022,4,4,4389.0
301023,1,1,0.0
301024,1,1,5075.0
301026,3,3,5535.0
301027,3,3,3795.0
301030,5,5,11748.0
301031,2,3,4640.0
301035,1,1,999.0
301402,7,7,10489.0
301403,1,1,3495.0
301404,16,17,31520.0
301405,7,8,15360.0
301406,2,2,3309.0
301407,4,4,9973.0
301408,9,9,35214.0
301410,1,1,764.0
301411,4,4,4872.1
301413,1,1,2975.0
301414,2,2,2229.0
301427,1,1,965.0
301604,1,1,975.0
301701,24,26,52794.4
301702,5,5,8554.15
301703,1,1,965.0
301704,3,3,8969.0
301705,38,38,78113.65
301706,7,7,14759.0
301707,27,29,56345.25
301709,3,3,6474.0
301712,1,2,4070.0
301714,1,1,3800.0
302001,107,121,194858.25
302002,83,93,181386.7
302003,37,39,66149.0
302004,188,216,321918.25
302005,18,19,35474.4
302006,118,134,232624.28
302007,7,7,10945.0
302009,2,2,3275.0
302010,1,1,3729.15
302011,6,6,12114.0
302012,247,277,487791.54
302013,59,63,131084.15
302014,2,2,1964.0
302015,163,179,342183.69
302016,130,154,258344.04
302017,271,297,531793.9
302018,125,135,240668.13
302019,179,199,352616.05
302020,252,271,510544.5
302021,330,365,663058.09
302022,41,49,88369.45
302023,22,26,41917.0
302024,15,15,37008.15
302025,11,11,21773.15
302026,64,76,149443.65
302027,23,24,49330.4
302028,20,20,34158.0
302029,90,101,158980.05
302030,3,4,11124.0
302031,31,34,55118.4
302032,6,7,10749.0
302033,103,112,201612.45
302034,85,94,138740.6
302036,4,4,8038.0
302037,2,2,5340.0
302039,116,130,230770.2
302040,1,1,1575.0
302041,1,1,1800.0
302049,1,1,3420.0
302834,1,2,4930.0
303002,7,8,25270.0
303003,1,1,2114.0
303005,1,1,2965.0
303006,1,1,419.1
303007,8,10,18032.1
303008,5,5,10164.0
303012,7,8,17013.0
303023,1,1,1313.0
303102,1,1,4375.0
303103,4,5,11027.0
303104,5,6,6167.0
303106,4,4,4649.0
303107,1,1,1475.0
303108,16,17,37734.0
303109,5,6,9326.35
303110,1,1,2975.0
303120,3,3,4224.0
303121,5,5,12390.0
303301,3,3,6059.0
303302,1,1,699.0
303303,11,13,18945.5
303304,1,2,4575.0
303305,2,2,1729.0
303313,4,4,4302.15
303325,1,1,764.0
303326,3,3,3663.0
303328,7,7,20888.0
303329,1,1,1700.0
303338,5,5,8534.0
303503,6,9,11545.0
303504,2,2,1739.0
303507,1,1,764.0
303508,1,1,2975.0
303509,2,2,5705.0
303511,1,1,474.0
303602,4,5,14024.0
303603,5,5,9600.0
303604,1,1,0.0
303701,2,2,1739.0
303702,8,8,11913.0
303704,5,5,9206.0
303706,4,4,3289.0
303712,1,1,764.0
303715,1,1,2975.0
303801,3,3,4953.0
303802,2,3,14275.0
303803,1,1,1605.0
303805,4,4,5024.0
303806,1,1,800.0
303807,1,1,2375.0
303901,4,4,3374.0
303902,2,3,5565.0
303903,3,3,3839.0
303904,1,1,2575.0
303905,15,17,28621.0
304001,38,40,74945.0
304021,8,11,21213.0
304022,17,19,42647.0
304024,4,6,11788.0
304130,1,1,3059.1
304501,1,1,0.0
304502,3,3,5148.0
304505,6,6,10498.15
304802,4,4,17665.0
304804,8,9,16724.0
305001,300,334,614234.65
305002,12,12,28857.15
305003,8,9,20765.0
305004,37,40,75359.3
305005,2,2,5450.0
305006,1,1,5075.0
305007,3,3,8285.0
305008,2,2,3688.2
305012,1,1,1800.0
305021,1,2,3262.5
305022,14,14,29629.0
305023,9,11,21071.0
305024,4,4,10940.0
305025,1,1,1875.0
305050,1,1,1190.0
305091,1,1,1800.0
305201,1,1,1400.0
305202,1,1,1064.0
305204,5,5,13698.0
305206,5,5,5280.0
305207,2,2,1925.0
305401,1,2,2975.0
305404,10,11,24388.0
305407,2,2,2740.0
305601,20,21,40933.0
305604,1,1,3230.0
305621,2,2,7685.0
305622,1,2,2975.0
305623,5,5,15114.0
305624,15,15,28931.1
305625,1,1,1499.0
305801,55,61,127553.2
305802,7,7,16324.0
305814,2,2,4395.0
305815,1,1,764.0
305817,1,1,2599.0
305819,1,1,2074.0
305901,84,92,175510.03
305921,12,17,33244.8
305922,1,2,4575.0
305924,2,2,5684.0
305931,1,1,3800.0
306001,3,3,10134.05
306022,2,2,5765.0
306023,1,1,1875.0
306026,1,1,2575.0
306101,3,4,5065.0
306102,3,4,4629.0
306103,4,6,12273.0
306104,9,10,23235.0
306105,1,1,1475.0
306114,3,3,7155.0
306115,10,10,26139.05
306116,6,6,4862.0
306126,5,5,8614.0
306301,2,2,3135.0
306302,7,10,19495.0
306303,1,1,3420.0
306304,2,2,6040.0
306305,3,3,5825.0
306306,4,4,8679.0
306307,1,1,1400.0
306308,1,1,2965.0
306401,62,70,122306.65
306421,1,1,2475.0
306422,3,3,6664.0
306501,1,1,0.0
306502,2,2,4750.0
306504,3,3,6203.15
306603,3,3,10125.0
306701,5,5,8985.0
306702,3,3,11515.0
306704,1,1,699.0
306705,2,3,1800.0
306706,2,3,3850.0
306708,4,4,7013.0
306709,5,6,20099.0
306901,1,1,1374.0
306902,17,18,24657.0
306912,2,2,2564.0
307001,26,29,47493.0
307019,1,1,764.0
307022,10,10,19297.0
307023,2,2,5640.0
307025,2,2,764.0
307026,33,39,74153.2
307027,14,14,30837.1
307028,1,1,865.0
307029,6,7,8809.0
307030,3,3,5649.0
307031,1,1,1800.0
307043,1,1,900.0
307501,14,14,24459.0
307510,7,9,16204.0
307511,1,1,965.0
307514,1,1,3875.0
307515,4,4,4063.1
307801,5,5,5604.0
307802,2,4,4563.2
310107,1,1,1675.0
311001,221,239,442574.35
311004,1,1,2794.0
311011,2,2,4074.0
311021,10,10,21024.0
311022,8,10,21639.0
311024,5,5,9804.15
311025,2,2,2564.0
311201,6,6,16673.0
311203,2,2,5440.0
311204,3,3,7164.0
311301,10,11,26039.0
311302,2,2,5274.0
311401,1,1,785.0
311402,4,6,9095.25
311403,6,6,15544.0
311404,5,5,10199.0
311407,5,5,11200.0
311408,1,1,1575.0
311601,3,3,7050.0
311602,7,8,17404.0
311603,4,4,11323.0
311604,7,7,10378.0
311605,1,1,2300.0
311801,11,12,27951.2
311802,5,5,7489.0
311803,6,7,20227.0
311804,4,4,4593.0
311805,2,2,4524.0
312001,62,66,100999.2
312003,1,1,1400.0
312017,1,1,2039.0
312021,7,7,9243.0
312022,3,3,5363.0
312023,3,3,5820.0
312024,1,1,1475.0
312025,3,3,5480.0
312027,1,1,2300.0
312201,1,1,1388.0
312202,6,6,19844.0
312203,2,3,5518.2
312204,2,3,3350.0
312207,1,1,2975.0
312402,1,1,1865.0
312403,4,4,7645.0
312601,33,37,79192.35
312602,3,3,9582.3
312603,1,1,2900.0
312604,6,6,13254.1
312605,27,31,63837.1
312612,1,1,599.0
312613,1,1,3675.0
312614,1,1,764.0
312615,4,5,4989.0
312616,1,1,764.0
312617,3,3,8998.3
312619,2,2,6549.0
312620,5,5,10059.0
312622,3,3,7499.0
312623,2,2,4749.0
312901,6,6,14839.0
313001,484,536,985483.04
313002,109,115,236827.65
313003,15,18,36657.0
313004,12,16,28637.0
313011,19,20,29721.0
313022,7,11,24846.15
313024,13,14,30081.0
313025,2,2,4156.7
313026,1,1,1424.0
313027,7,7,8702.0
313031,1,1,699.0
313162,1,1,2900.0
313201,1,1,764.0
313202,1,1,1400.0
313203,7,10,16382.0
313205,7,9,15819.0
313206,2,3,7675.0
313211,16,23,45877.25
313224,1,1,1425.0
313301,28,33,61831.25
313321,1,1,2700.0
313323,1,1,4050.0
313324,55,58,106828.25
313325,1,1,5000.0
313326,1,1,2050.0
313327,1,1,764.0
313328,1,1,4785.0
313329,6,6,19190.0
313330,2,2,1528.0
313331,9,10,20412.1
313332,7,8,18788.0
313333,2,2,3950.0
313334,7,7,19339.0
313341,2,2,4050.0
313342,3,4,3660.0
313601,2,2,5515.0
313602,1,1,2975.0
313603,9,9,23598.0
313604,4,6,8707.2
313605,7,8,14714.15
313611,2,2,3950.0
313701,1,1,2075.0
313702,2,2,5759.0
313704,1,1,3690.0
313705,9,9,16612.0
313801,1,3,4845.0
313802,9,9,17688.1
313803,9,9,18548.0
313804,4,4,6204.0
313901,4,4,9673.0
313902,2,2,5225.0
313903,1,1,3675.0
314001,51,55,95530.4
314021,2,2,3375.0
314022,2,2,6585.0
314023,1,1,900.0
314024,1,1,2965.0
314025,13,14,35637.0
314026,2,2,1664.0
314027,4,4,7345.0
314028,1,1,1200.0
314029,3,3,6979.2
314030,3,4,6713.0
314031,3,3,4680.0
314032,3,3,7360.0
314035,4,5,5958.0
314036,2,2,5240.0
314037,2,6,8620.0
314038,3,3,6714.0
314401,2,2,2830.0
314402,1,2,1580.0
314403,3,3,3664.0
314404,1,1,2475.0
314406,2,2,3229.0
314801,1,1,1475.0
317001,1,1,5075.0
320005,1,1,4475.0
320223,1,1,2975.0
321001,64,72,142791.7
321022,7,8,17899.0
321023,1,1,2975.0
321024,4,5,6599.0
321026,1,1,1700.0
321201,2,2,3188.0
321202,1,1,2975.0
321203,4,5,10803.0
321205,1,1,2099.0
321301,1,1,785.0
321303,1,1,1575.0
321305,1,1,2575.0
321401,6,6,7247.0
321402,1,2,1475.0
321404,3,3,9780.0
321405,1,1,0.0
321406,1,1,2575.0
321407,1,1,1064.0
321410,1,1,60.0
321411,1,1,0.0
321601,1,1,4575.0
321602,3,3,4329.0
321605,1,2,1875.0
321606,4,4,4753.0
321607,7,8,18892.3
321608,8,8,30055.0
321609,2,2,4839.0
321610,1,1,3800.0
321611,1,1,3960.0
322001,24,24,43385.0
322021,2,2,2699.0
322023,1,1,3890.0
322024,2,2,2964.0
322025,1,1,965.0
322028,1,1,975.0
322029,1,1,5900.0
322030,1,1,399.0
322201,12,12,16653.1
322202,2,2,900.0
322213,2,2,6550.0
322219,1,1,0.0
322230,11,12,25493.1
322236,1,1,1875.0
322241,10,10,12815.0
322243,1,1,3800.0
322252,1,1,0.0
322254,1,1,900.0
322701,2,2,4290.0
322702,3,3,4863.0
323001,43,44,95600.35
323021,2,3,5100.0
323022,1,1,5965.0
323023,3,3,6039.0
323039,1,1,720.0
323091,1,1,900.0
323301,1,1,2375.0
323304,1,1,1860.0
323305,9,9,15384.1
323307,30,30,68960.15
323601,2,2,6640.0
323602,1,1,764.0
323603,3,3,5550.0
323613,2,2,1739.0
323614,2,2,6899.0
323615,2,2,6865.0
323616,1,1,1475.0
323801,3,3,5974.0
323802,3,4,7720.0
324001,104,117,210210.2
324002,75,78,161668.35
