Clinic Loc,Zip,SubCity,City,State,qty,revenue
Dadar,422001,Nashik,Nashik,Maharashtra,57,30000.0
Dadar,422009,Nashik,Nashik,Maharashtra,26,21000.0
Dadar,422206,Niphad,Nashik,Maharashtra,19,19100.0
Dadar,422207,Dindori,Nashik,Maharashtra,46,39000.0
Dadar,422214,Igatpuri,Nashik,Maharashtra,10,10300.0
Dadar,423006,Savedi,Ahmednagar,Maharashtra,45,33000.0
Dadar,424001,Dhule,Dhule,Maharashtra,23,20100.0
Dadar,425003,Jalgaon,Jalgaon,Maharashtra,19,13500.0
Dadar,425103,Dharangaon,Jalgaon,Maharashtra,24,18000.0
Dadar,425406,Shindkheda,Dhule,Maharashtra,42,33000.0
Dadar,425412,Nandurbar,Nandurbar,Maharashtra,49,48800.0
Dadar,431006,Aurangabad,Aurangabad,Maharashtra,35,37400.0
Dadar,431203,Jalna,Jalna,Maharashtra,26,21000.0
Dadar,431213,Jalna,Jalna,Maharashtra,47,33000.0
Dadar,431401,Parbhani,Parbhani,Maharashtra,24,20500.0
Dadar,431601,Bhokar,Nanded,Maharashtra,55,30000.0
Dadar,431605,Nanded,Nanded,Maharashtra,10,11500.0
Dadar,440023,Nagpur,Nagpur,Maharashtra,1,0.0
Dadar,444601,Amravati,Amravati,Maharashtra,22,21000.0
Dadar,444604,Amravati,Amravati,Maharashtra,6,4000.0
Dadar,445204,Pusad,Yavatmal,Maharashtra,9,10800.0
Dadar,450331,Nepanagar,Chhindwara,Madhya Pradesh,30,25800.0
Dadar,452005,Indore,Indore,Madhya Pradesh,42,33500.0
Dadar,460001,Betul,Betul,Madhya Pradesh,50,33000.0
Dadar,501101,Hyd,Hyderabad,Telangana,1,1000.0
Dadar,530068,Bengaluru,Bengaluru,Karnataka,16,15000.0
Dadar,533126,Kadiyam,East Godavari,Andhra Pradesh,45,30000.0
Dadar,560086,Bangalore North,Bengaluru,Karnataka,16,23400.0
Dadar,563101,Kolar,Kolar,Karnataka,30,20000.0
Dadar,574142,Mangalore,Dakshina Kannada,Karnataka,20,17800.0
Dadar,580009,Dharwad,Dharwad,Karnataka,17,10000.0
Dadar,585328,Bhalki,Bidar,Karnataka,7,0.0
Dadar,587301,Jamkhandi,Bagalkot,Karnataka,1,1000.0
Dadar,600001,Tondiarpet Fort St George,Chennai,Tamil Nadu,53,33000.0
Dadar,643006,Udhagamandalam,Nilgiris,Tamil Nadu,21,20700.0
Dadar,700004,Kolkata,Kolkata,West Bengal,30,27000.0
Dadar,700019,Kolkata,Kolkata,West Bengal,2,1.0
Dadar,700073,Kolkata,Kolkata,West Bengal,1,1000.0
Dadar,700074,Kolkata,Kolkata,West Bengal,1,1000.0
Dadar,700126,Jagannathpur,North 24 Parganas,West Bengal,22,17400.0
Dadar,711101,Uluberia - I,Howrah,West Bengal,1,1.0
Dadar,711303,Howrah,Howrah,West Bengal,57,30000.0
Dadar,752090,Khandapara,Nayagarh,Maharashtra,1,1000.0
Dadar,752109,Astarang,Puri,Odisha,18,13500.0
Dadar,781005,Gmc,Kamrup,Assam,46,45200.0
Dadar,782001,Nagaon,Nagaon,Assam,13,11000.0
Dadar,784001,Tezpur,Sonitpur,Assam,44,41500.0
Dadar,786125,Tinsukia,Tinsukia,Assam,24,19900.0
Dadar,846009,Darbhanga,Darbhanga,Bihar,41,40200.0
Dadar,4000007,-,-,-,10,8500.0
Dadar,4000013,-,-,-,45,33000.0
Dadar,4000014,-,-,-,1,1000.0
Dadar,4000017,-,-,-,10,10400.0
Dadar,4000020,-,-,-,6,4500.0
Dadar,4000022,-,-,-,1,1000.0
Dadar,4000023,-,-,-,7,4000.0
Dadar,4000024,-,-,-,48,45800.0
Dadar,4000025,-,-,-,1,1000.0
Dadar,4000026,-,-,-,23,21400.0
Dadar,4000033,-,-,-,28,21000.0
Dadar,4000043,-,-,-,6,7900.0
Dadar,4000072,-,-,-,22,23000.0
Dadar,4000224,-,-,-,5,2200.0
Dadar,-,-,-,-,494,497000.0
Dadar,International,-,-,-,29,22000.0
Dharam,42004,-,-,-,22,18000.0
Dharam,44607,-,-,-,10,10500.0
Dharam,143001,Amritsar -I,Amritsar,Punjab,1,1000.0
Dharam,201002,Ghaziabad,Ghaziabad,Uttar Pradesh,1,1000.0
Dharam,209217,Tikra,Kanpur,Uttar Pradesh,18,10000.0
Dharam,226003,Lucknow,Lucknow,Uttar Pradesh,34,21000.0
Dharam,250002,Meerut,Meerut,Uttar Pradesh,40,30000.0
Dharam,271201,Ikauna **,Shrawasti,Uttar Pradesh,3,1400.0
Dharam,273409,Gola,Gorakhpur,Uttar Pradesh,26,18000.0
Dharam,282001,Agra,Agra,Uttar Pradesh,1,1000.0
Dharam,312001,Chittorgarh,Chittorgarh,Rajasthan,22,20000.0
Dharam,360021,Lodhika,Rajkot,Gujarat,1,1000.0
Dharam,361230,Jamnagar,Jamnagar,-,51,30000.0
Dharam,370421,Mundra,Kachchh,Gujarat,26,20000.0
Dharam,387001,Nadiad,Kheda,Gujarat,1,1000.0
Dharam,394221,Surat City,Surat,Gujarat,45,41500.0
Dharam,396125,Pardi,Valsad,Gujarat,1,1000.0
Dharam,400078,Mumbai,Mumbai,Maharashtra,14,10500.0
Dharam,400101,Kandivali East,Mumbai,Maharashtra,31,20000.0
Dharam,410507,Maval,Pune,Maharashtra,11,11000.0
Dharam,411001,Pune City,Pune,Maharashtra,1,1000.0
Dharam,411057,Haveli,Pune,Maharashtra,6,5000.0
Dharam,412308,Haveli,Pune,Maharashtra,2,2100.0
Dharam,422213,Nashik,Nashik,Maharashtra,19,14500.0
Dharam,423206,Malegaon,Nashik,Maharashtra,12,10000.0
Dharam,425001,Jalgaon,Jalgaon,Maharashtra,4,3400.0
Dharam,425201,Bhusawal,Jalgaon,Maharashtra,85,59200.0
Dharam,425301,Yawal,Jalgaon,Maharashtra,6,4000.0
Dharam,431001,Aurangabad,Aurangabad,Maharashtra,9,8500.0
Dharam,431002,Aurangabad,Aurangabad,Maharashtra,23,21000.0
Dharam,431122,Bid,Beed,Maharashtra,49,38000.0
Dharam,431505,Manwath,Parbhani,Maharashtra,25,20000.0
Dharam,431513,Hingoli,Hingoli,Maharashtra,29,23400.0
Dharam,431601,Bhokar,Nanded,Maharashtra,83,57900.0
Dharam,431605,Nanded,Nanded,Maharashtra,18,19300.0
Dharam,431811,Kinwat,Nanded,Maharashtra,24,20000.0
Dharam,440001,Nagpur,Nagpur,Maharashtra,565,419800.0
Dharam,440002,Nagpur,Nagpur,Maharashtra,1171,938399.0
Dharam,440003,Nagpur,Nagpur,Maharashtra,241,183800.0
Dharam,440004,Amgaon,Amgaon,Maharashtra,8,10000.0
Dharam,440005,Nagpur,Nagpur,Maharashtra,45,37925.0
Dharam,440006,Nagpur,Nagpur,Maharashtra,91,72300.0
Dharam,440007,Nagpur,Nagpur,Maharashtra,131,86700.0
Dharam,440008,Nagpur,Nagpur,Maharashtra,764,618099.0
Dharam,440009,Nagpur,Nagpur,Maharashtra,214,148900.0
Dharam,440010,Nagpur,Nagpur,Maharashtra,1720,1297129.0
Dharam,440011,Amgaon,Amgaon,Maharashtra,1,1000.0
Dharam,440012,Nagpur,Nagpur,Maharashtra,116,77000.0
Dharam,440013,Nagpur,Nagpur,Maharashtra,1359,986600.0
Dharam,440014,Nagpur,Nagpur,Maharashtra,619,462755.0
Dharam,440015,Nagpur,Nagpur,Maharashtra,869,670900.0
Dharam,440016,Nagpur,Nagpur,Maharashtra,1176,867400.0
Dharam,440017,Nagpur,Nagpur,Maharashtra,503,401899.0
Dharam,440018,Nagpur,Nagpur,Maharashtra,556,381700.0
Dharam,440019,Nagpur,Nagpur,Maharashtra,115,90000.0
Dharam,440021,Nagpur (Urban),Nagpur,Maharashtra,213,154000.0
Dharam,440022,Nagpur,Nagpur,Maharashtra,552,401249.0
Dharam,440023,Nagpur,Nagpur,Maharashtra,1010,794780.0
Dharam,440024,Nagpur,Nagpur,Maharashtra,2682,1926600.0
Dharam,440025,Nagpur,Nagpur,Maharashtra,271,220500.0
Dharam,440026,Nagpur,Nagpur,Maharashtra,978,716200.0
Dharam,440027,Nagpur,Nagpur,Maharashtra,1396,1001899.66
Dharam,440028,Mumbai,Mumbai,Maharashtra,28,22000.0
Dharam,440029,Mumbai,Mumbai,Maharashtra,18,12000.0
Dharam,440030,Nagpur,Nagpur,Maharashtra,841,593200.0
Dharam,440032,Nagpur,Nagpur,Maharashtra,255,191800.0
Dharam,440033,Nagpur,Nagpur,Maharashtra,209,142100.0
Dharam,440034,Nagpur,Nagpur,Maharashtra,1430,1081100.0
Dharam,440035,Nagpur,Nagpur,Maharashtra,1079,744800.0
Dharam,440036,Nagpur,Nagpur,Maharashtra,245,194800.0
Dharam,440037,Nagpur,Nagpur,Maharashtra,392,267000.0
Dharam,441001,Kamthi,Nagpur,Maharashtra,342,269800.0
Dharam,441002,Nagpur,Nagpur,Maharashtra,253,183399.0
Dharam,441101,Savner,Nagpur,Maharashtra,47,33000.0
Dharam,441102,Kamptee,Nagpur,Maharashtra,254,208100.0
Dharam,441103,Katol,Nagpur,Maharashtra,29,27200.0
Dharam,441104,Mauda,Nagpur,Maharashtra,186,144100.0
Dharam,441105,Parseoni,Nagpur,Maharashtra,132,122900.0
Dharam,441106,Ramtek,Nagpur,Maharashtra,270,194300.0
Dharam,441107,Saoner,Nagpur,Maharashtra,302,248000.0
Dharam,441108,Nagpur,Nagpur,Maharashtra,1645,1209400.0
Dharam,441109,Saoner,Nagpur,Maharashtra,13,10000.0
Dharam,441110,Hingna,Nagpur,Maharashtra,853,652100.0
Dharam,441111,Kamthi,Nagpur,Maharashtra,247,202500.0
Dharam,441113,Saoner,Nagpur,Maharashtra,63,47200.0
Dharam,441122,Nagpur,Nagpur,Maharashtra,437,305700.66000000003
Dharam,441123,Kamthi,Nagpur,Maharashtra,29,21000.0
Dharam,441201,Bhiwapur,Nagpur,Maharashtra,79,66400.0
Dharam,441202,Kuhi,Nagpur,Maharashtra,175,134000.33000000002
Dharam,441203,Bhiwapur,Nagpur,Maharashtra,408,323399.0
Dharam,441204,Umrer,Nagpur,Maharashtra,25,24000.0
Dharam,441205,Nagbhid,Chandrapur,Maharashtra,84,58000.0
Dharam,441206,Bramhapuri,Chandrapur,Maharashtra,200,145400.0
Dharam,441207,Desaiganj,Chandrapur,Maharashtra,39,31800.0
Dharam,441210,Kuhi,Nagpur,Maharashtra,5,7100.0
Dharam,441214,Umrer,Nagpur,Maharashtra,18,17000.0
Dharam,441221,-,-,-,66,38000.0
Dharam,441222,Sindewahi,Chandrapur,Maharashtra,16,13500.0
Dharam,441224,-,-,-,53,38000.0
Dharam,441301,Narkhed,Nagpur,Maharashtra,20,17200.0
Dharam,441302,Katol,Nagpur,Maharashtra,252,206800.0
Dharam,441304,-,-,-,69,38000.0
Dharam,441305,Katol,Nagpur,Maharashtra,75,38000.0
Dharam,441306,Narkher,Nagpur,Maharashtra,25,22300.0
Dharam,441401,Ramtek,Nagpur,Maharashtra,203,163900.0
Dharam,441404,Parseoni,Nagpur,Maharashtra,46,30000.0
Dharam,441428,-,-,-,1,2000.0
Dharam,441501,Kalmeshwar,Nagpur,Maharashtra,526,390300.0
Dharam,441502,Kalmeshwar,Nagpur,Maharashtra,10,8500.0
Dharam,441601,Gondiya,Gondia,Maharashtra,503,368500.0
Dharam,441614,Gondia,Gondia,Maharashtra,264,183500.0
Dharam,441701,Arjuni Morgaon,Gondia,Maharashtra,9,10000.0
Dharam,441801,Goregaon,Gondia,Maharashtra,58,38000.0
Dharam,441802,Sakoli,Bhandara,Maharashtra,179,136100.11
Dharam,441803,Lakhandur,Bhandara,Maharashtra,48,41900.0
Dharam,441804,Lakhni,Bhandara,Maharashtra,67,45800.0
Dharam,441807,Sadak Arjuni,Gondia,Maharashtra,67,50000.0
Dharam,441901,Deori,Gondia,Maharashtra,111,90500.0
Dharam,441902,Amgaon,Gondia,Maharashtra,25,22000.0
Dharam,441903,Pauni,Bhandara,Maharashtra,12,10500.0
Dharam,441904,Bhandara,Bhandara,Maharashtra,743,544000.0
Dharam,441905,Mohadi,Bhandara,Maharashtra,124,91300.0
Dharam,441906,Bhandara,Bhandara,Maharashtra,55,38000.0
Dharam,441907,Tumsar,Bhandara,Maharashtra,26,16400.0
Dharam,441911,Tirora,Gondia,Maharashtra,236,152100.0
Dharam,441912,Tumsar,Bhandara,Maharashtra,260,192600.0
Dharam,441921,-,-,-,40,30000.0
Dharam,441924,Bhandara,Bhandara,Maharashtra,4,3400.0
Dharam,442001,Seloo,Wardha,Maharashtra,729,531000.0
Dharam,442003,Wardha,Wardha,Maharashtra,54,30000.0
Dharam,442006,-,-,-,18,11000.0
Dharam,442024,-,-,-,17,10000.0
Dharam,442101,Deoli,Wardha,Maharashtra,133,94000.0
Dharam,442104,Seloo,Wardha,Maharashtra,1,1000.0
Dharam,442105,Seloo,Wardha,Maharashtra,8,8500.0
Dharam,442201,Arvi,Wardha,Maharashtra,178,130000.0
Dharam,442202,Ashti,Wardha,Maharashtra,7,9600.0
Dharam,442203,Karanja,Wardha,Maharashtra,124,78000.0
Dharam,442211,-,-,-,8,5000.0
Dharam,442301,Hinganghat,Wardha,Maharashtra,491,358500.0
Dharam,442302,Dhamangaon Railway,Amravati,Maharashtra,171,116300.0
Dharam,442305,Samudrapur,Wardha,Maharashtra,51,32900.0
Dharam,442307,Hinganghat,Wardha,Maharashtra,62,41000.0
Dharam,442401,Chandrapur Ho,Chandrapur,Maharashtra,1084,847600.33
Dharam,442402,Chandrapur,Chandrapur,Maharashtra,159,110600.0
Dharam,442403,Chandrapur,Chandrapur,Maharashtra,96,75000.0
Dharam,442404,Chandrapur,Chandrapur,Maharashtra,29,21000.0
Dharam,442406,Chandrapur,Chandrapur,Maharashtra,33,28500.0
Dharam,442501,Chandrapur,Chandrapur,Maharashtra,12,8500.0
Dharam,442505,Chandrapur,Chandrapur,Maharashtra,44,34700.0
Dharam,442603,-,-,-,80,60000.0
Dharam,442604,Chamorshi,Gadchiroli,Maharashtra,30,26800.0
Dharam,442605,Gadchiroli,Gadchiroli,Maharashtra,459,356200.0
Dharam,442606,Sawali,Chandrapur,Maharashtra,23,20100.0
Dharam,442701,Ballarpur,Chandrapur,Maharashtra,79,57000.0
Dharam,442702,Gondipipri,Chandrapur,Maharashtra,119,95100.0
Dharam,442703,Aheri,Gadchiroli,Maharashtra,114,78600.0
Dharam,442704,Etapalli,Gadchiroli,Maharashtra,21,21000.0
Dharam,442705,Aheri,Gadchiroli,Maharashtra,80,64500.0
Dharam,442707,Mulchera,Gadchiroli,Maharashtra,45,33000.0
Dharam,442710,-,-,-,58,38000.0
Dharam,442901,Ballarpur,Chandrapur,Maharashtra,27,22600.0
Dharam,442902,Bhadrawati,Chandrapur,Maharashtra,26,21500.0
Dharam,442903,Chamorshi,Gadchiroli,Maharashtra,270,187200.0
Dharam,442904,Chimur,Chandrapur,Maharashtra,53,40000.0
Dharam,442905,Rajura,Chandrapur,Maharashtra,8,9500.0
Dharam,442907,Warora,Chandrapur,Maharashtra,145,96400.0
Dharam,442908,Korphana,Chandrapur,Maharashtra,207,149500.0
Dharam,442914,Warora,Chandrapur,Maharashtra,10,10000.0
Dharam,442924,-,-,-,28,20000.0
Dharam,443001,Buldana,Buldhana,Maharashtra,84,64600.0
Dharam,443002,Buldana,Buldhana,-,13,10000.0
Dharam,443101,Malkapur,Buldhana,Maharashtra,67,56700.0
Dharam,443201,Chikhli,Buldhana,Maharashtra,38,30000.0
Dharam,443402,Jalgaon,Buldhana,Maharashtra,9,8500.0
Dharam,444001,Akola,Akola,Maharashtra,389,263700.0
Dharam,444002,Akola,Akola,Maharashtra,91,64000.0
Dharam,444003,Akola,Akola,Maharashtra,40,33000.0
Dharam,444004,Akola,Akola,Maharashtra,67,38000.0
Dharam,444007,-,-,-,67,38000.0
Dharam,444101,Akot,Akola,Maharashtra,14,10000.0
Dharam,444105,Washim,Washim,Maharashtra,84,62000.0
Dharam,444107,Akola,Akola,Maharashtra,146,94100.0
Dharam,444110,Karanja,Washim,Maharashtra,42,33000.0
Dharam,444203,Shegaon,Buldhana,Maharashtra,92,59000.0
Dharam,444204,Sonala,Buldhana,Maharashtra,10,8500.0
Dharam,444404,-,-,-,1,2000.0
Dharam,444503,Washim,Washim,Maharashtra,80,58000.0
Dharam,444505,Washim,Washim,Maharashtra,84,64700.0
Dharam,444506,-,-,-,28,15000.0
Dharam,444601,Amravati,Amravati,Maharashtra,1078,867600.0
Dharam,444602,Amravati,Amravati,Maharashtra,35,25500.0
Dharam,444604,Amravati,Amravati,Maharashtra,93,62100.0
Dharam,444606,Amravati,Amravati,Maharashtra,31,23000.0
Dharam,444607,Amravati,Amravati,Maharashtra,58,43000.0
Dharam,444701,Amaravati,Amravati,Maharashtra,146,104000.0
Dharam,444704,Amravati,-,-,74,44000.0
Dharam,444705,Daryapur,Amravati,Maharashtra,46,31000.0
Dharam,444706,Daryapur,Amravati,Maharashtra,32,23000.0
Dharam,444708,Nandgaon Khandeshwar,Amravati,Maharashtra,48,30000.0
Dharam,444709,Dhamangaon R.s.,Amravati,Maharashtra,29,19000.0
Dharam,444801,Amravati,Amravati,Maharashtra,9,12100.0
Dharam,444805,Paratwada,Amravati,Maharashtra,33,28000.0
Dharam,444806,Paratwada,Amravati,Maharashtra,34,29500.0
Dharam,444901,-,-,-,12,11000.0
Dharam,444903,Tiosa,Amravati,Maharashtra,80,58000.0
Dharam,444904,Chandur Raiway,Amravati,Maharashtra,9,10800.0
Dharam,444905,Morshi,Amravati,Maharashtra,135,99000.0
Dharam,444906,Amravati,Amravati,Maharashtra,96,70700.0
Dharam,445001,Yavatmal,Yavatmal,Maharashtra,757,532700.0
Dharam,445002,Yavatmal,Yavatmal,Maharashtra,212,165900.0
Dharam,445202,Darwha,Yavatmal,Maharashtra,42,30000.0
Dharam,445204,Pusad,Yavatmal,Maharashtra,46,41500.0
Dharam,445206,Umerkhed,Yavatmal,Maharashtra,1,1000.0
Dharam,445210,-,-,-,45,30000.0
Dharam,445302,Kelapur,Yavatmal,Maharashtra,42,32600.0
Dharam,445303,Maregaon,Yavatmal,Maharashtra,46,30000.0
Dharam,445304,Wani,Yavatmal,Maharashtra,199,151000.0
Dharam,445402,Ralegaon,-,-,1,1000.0
Dharam,450001,Khandwa,Burhanpur,Madhya Pradesh,1,1000.0
Dharam,456337,Badnagar,Ujjain,Madhya Pradesh,51,38000.0
Dharam,460001,Betul,Betul,Madhya Pradesh,102,76700.0
Dharam,460220,-,-,-,25,22000.0
Dharam,460447,Betul,Betul,Madhya Pradesh,53,46800.0
Dharam,460551,-,-,-,76,38000.0
Dharam,460661,Multai,Betul,Madhya Pradesh,88,55000.0
Dharam,461001,Hoshangabad,Hoshangabad,Madhya Pradesh,28,21000.0
Dharam,461331,Harda,Harda,Madhya Pradesh,90,73000.0
Dharam,462001,Huzur,Bhopal,Madhya Pradesh,48,38700.0
Dharam,462002,Huzur,Bhopal,Madhya Pradesh,18,13500.0
Dharam,464881,-,-,-,17,11000.0
Dharam,470001,Sagar,Sagar,Madhya Pradesh,13,17100.0
Dharam,470113,Sagar,Sagar,Madhya Pradesh,1,1000.0
Dharam,470226,Deori,Sagar,Madhya Pradesh,46,30000.0
Dharam,470661,Patharia,Damoh,Madhya Pradesh,11,11000.0
Dharam,474002,Gird,Gwalior,Madhya Pradesh,22,17700.0
Dharam,480001,Chhindwara,Chhindwara,Madhya Pradesh,978,696300.0
Dharam,480009,-,-,-,23,20000.0
Dharam,480106,Sausar,Chhindwara,Madhya Pradesh,80,58500.0
Dharam,480108,-,-,-,76,38000.0
Dharam,480115,Chaurai,-,-,28,22000.0
Dharam,480221,Amarawara,Chhindwara,Madhya Pradesh,69,50000.0
Dharam,480224,Parasia,Chhindwara,Madhya Pradesh,39,33000.0
Dharam,480334,Pandhurna,Chhindwara,Madhya Pradesh,123,93800.0
Dharam,480441,Multai,Betul,Madhya Pradesh,1,1000.0
Dharam,480447,Chhindwara,Chhindwara,Madhya Pradesh,4,3400.0
Dharam,480449,-,-,-,78,50000.0
Dharam,480557,Parasia,-,-,51,30000.0
Dharam,480557,Parasia,Chhindwara,-,29,20000.0
Dharam,480661,Seoni,Seoni,Madhya Pradesh,521,351400.0
Dharam,480888,Lakhanadon,Seoni,Madhya Pradesh,7,5000.0
Dharam,480996,-,-,-,102,50000.0
Dharam,481001,Balaghat,Balaghat,Madhya Pradesh,182,132300.0
Dharam,481111,-,-,-,76,38000.0
Dharam,481222,Lanji,Balaghat,Madhya Pradesh,25,20000.0
Dharam,481331,Waraseoni,Balaghat,Madhya Pradesh,70,46000.0
Dharam,481335,Waraseoni,Balaghat,Madhya Pradesh,19,18000.0
Dharam,481441,Lalbarra,-,-,1,2000.0
Dharam,481449,Khairlanji,Balaghat,Madhya Pradesh,47,42000.0
Dharam,481661,Mandla,Mandla,Madhya Pradesh,214,147100.0
Dharam,481662,Niwas,Mandla,Madhya Pradesh,11,11500.0
Dharam,481672,Sahpura Niwas,Mandla,Madhya Pradesh,9,10100.0
Dharam,481776,Nainpur,Mandla,Madhya Pradesh,25,18000.0
Dharam,481879,-,-,-,46,30000.0
Dharam,482001,Jabalpur,Jabalpur,Madhya Pradesh,296,212900.0
Dharam,482002,Jabalpur,Jabalpur,Madhya Pradesh,17,15300.0
Dharam,482003,Jabalpur,Jabalpur,Madhya Pradesh,28,20000.0
Dharam,482008,Jabalpur,Jabalpur,Madhya Pradesh,41,30000.0
Dharam,482201,-,-,-,18,10000.0
Dharam,483501,Katni,Katni,Madhya Pradesh,108,84800.0
Dharam,484001,B. Pali,Umaria,Madhya Pradesh,66,38000.0
Dharam,484114,Sohagpur,Shahdol,Madhya Pradesh,20,20300.0
Dharam,485001,Raghurajnagar,Satna,Madhya Pradesh,13,13700.0
Dharam,485112,Raghurajnagar,Satna,Madhya Pradesh,13,13100.0
Dharam,485115,Rampur-Baghelan,Satna,Madhya Pradesh,23,18000.0
Dharam,486001,Huzur,Rewa,Madhya Pradesh,11,11800.0
Dharam,487118,Gotegaon,Narsinghpur,Madhya Pradesh,47,30000.0
Dharam,487551,Narsinghpur,-,-,28,22000.0
Dharam,490001,Durg,Durg,Chhattisgarh,16,11200.0
Dharam,491107,Patan,Durg,Chhattisgarh,48,33000.0
Dharam,491445,Dongargarh,Rajnandgaon,Chhattisgarh,62,38000.0
Dharam,492001,Raipur,Raipur,Chhattisgarh,113,88900.0
Dharam,492009,Raipur,Raipur,Chhattisgarh,24,21800.0
Dharam,492015,Mana Camp,Raipur,Chhattisgarh,6,8500.0
Dharam,492101,Mandi R Hasod,Raipur,Chhattisgarh,17,20200.0
Dharam,493558,Saraipali,Mahasamund,Chhattisgarh,17,15700.0
Dharam,494335,Kanker,Kanker,Chhattisgarh,1,1000.0
Dharam,495001,Bilaspur,Bilaspur(CGH),Chhattisgarh,146,100000.0
Dharam,496001,Raigarh,Raigarh,Chhattisgarh,37,33000.0
Dharam,496331,Jashpurnagar,Jashpur,Chhattisgarh,27,24400.0
Dharam,497553,Chirimiri,Koriya,Chhattisgarh,7,5000.0
Dharam,500026,Secunderabad,Hyderabad,Telangana,51,30000.0
Dharam,500064,Hyderabad,Hyderabad,Telangana,1,1000.0
Dharam,504001,Adilabad,Adilabad,Telangana,67,38000.0
Dharam,504002,-,-,-,1,2000.0
Dharam,504294,-,-,-,63,38000.0
Dharam,508213,Suryapet,Nalgonda,Telangana,8,8500.0
Dharam,522001,Guntur,Guntur,Andhra Pradesh,31,20000.0
Dharam,580024,Hubli,Dharwad,Karnataka,15,12899.0
Dharam,581205,Shiggaon,Haveri,Karnataka,1,0.0
Dharam,625009,Madurai North,Madurai,Tamil Nadu,46,41400.0
Dharam,768033,Bargarh,Bargarh,Odisha,28,21000.0
Dharam,797112,Dimapur Sadar,Dimapur,Nagaland,46,30000.0
Dharam,800001,Phulwari,Patna,Bihar,3,2000.0
Dharam,4400016,-,-,-,1,1000.0
Dharam,4481660,-,-,-,46,30000.0
Dimapur,2374,-,-,-,45,30000.0
Dimapur,273001,Gorakhpur Sadar,Gorakhpur,Uttar Pradesh,6,30000.0
Dimapur,742460,-,-,-,198,131000.0
Dimapur,742480,-,-,-,27,22000.0
Dimapur,782001,Nagaon,Nagaon,Assam,57,38000.0
Dimapur,782124,Nagaon,Nagaon,Assam,33,15000.0
Dimapur,782345,-,-,-,25,20000.0
Dimapur,782426,Nagaon,Nagaon,Assam,39,30000.0
Dimapur,782446,Donka,Karbi Anglong,Assam,44,37000.0
Dimapur,782447,Diphu,Karbi Anglong,Assam,28,21000.0
Dimapur,782460,Diphu,Karbi Anglong,Assam,1838,1277000.0
Dimapur,782462,Diphu,Karbi Anglong,Assam,27,22000.0
Dimapur,782470,Diphu,Karbi Anglong,Assam,96,72000.0
Dimapur,782480,Bokajan,Karbi Anglong,Assam,322,223500.0
Dimapur,782485,Donka,Karbi Anglong,Assam,34,33000.0
Dimapur,782490,Bokajan,Karbi Anglong,Assam,347,215000.0
Dimapur,783301,Dhubri,Dhubri,Assam,14,10000.0
Dimapur,783348,Raniganj,Dhubri,Assam,10,10000.0
Dimapur,785001,Jorhat,Jorhat,Assam,161,105000.0
Dimapur,785006,Jorhat,Sibsagar,Assam,10,10500.0
Dimapur,785601,Glt,Jorhat,Assam,215,142000.0
Dimapur,785619,Glt,Golaghat,Assam,14,10000.0
Dimapur,785621,Golaghat,Golaghat,Assam,409,282000.0
Dimapur,786001,Dibrugarh,Dibrugarh,Assam,54,42000.0
Dimapur,786125,Tinsukia,Tinsukia,Assam,55,43000.0
Dimapur,786613,-,-,-,66,38000.0
Dimapur,787112,Kohima,Kohima,Nagaland,66,38000.0
Dimapur,788001,Cachar,Cachar,Assam,45,24000.0
Dimapur,788819,Haflong,North Cachar Hills,Assam,66,38000.0
Dimapur,791111,Itanagar,Papum Pare,Arunachal Pradesh,145,88000.0
Dimapur,793001,Shillong,East Khasi Hills,Meghalaya,51,30000.0
Dimapur,795001,Nil,Imphal,Manipur,588,367000.0
Dimapur,795005,Porompat,Imphal,Manipur,95,57000.0
Dimapur,795010,Nil,Imphal,Manipur,1,1000.0
Dimapur,795106,Nil,Senapati,Manipur,69,50000.0
Dimapur,797001,Kohima,Kohima,Nagaland,1153,738500.0
Dimapur,797099,-,-,-,27,22000.0
Dimapur,797103,Dimapur,Dimapur,Nagaland,625,400000.0
Dimapur,797105,-,-,-,38,19000.0
Dimapur,797105,Chiechama,Kohima,-,10,10000.0
Dimapur,797106,Medziphema,Dimapur,Nagaland,154,110000.0
Dimapur,797107,Pfutsero,-,-,24,22000.0
Dimapur,797108,Phek Sadar,Phek,Nagaland,46,30000.0
Dimapur,797109,Ghathashi,Zunhebotto,Nagaland,25,21000.0
Dimapur,797110,Peren,Peren,Nagaland,79,56000.0
Dimapur,797111,Wokha,Wokha,Nagaland,129,102299.0
Dimapur,797112,Dimapur Sadar,Dimapur,Nagaland,4472,3017600.0
Dimapur,797113,Dimapur Sadar,Dimapur,NAGALAND,304,201000.0
Dimapur,797115,Artc,Dimapur,Nagaland,363,253000.0
Dimapur,797116,Dimapur Bazar,Dimapur,Nagaland,474,328500.0
Dimapur,797117,Dimapur Sadar,Dimapur,Nagaland,22,13500.0
Dimapur,797118,Dimapur,Dimapur,Nagaland,160,116000.0
Dimapur,798601,Mokokchung,Mokokchung,Nagaland,396,254000.0
Dimapur,798603,Champang,Mon,Nagaland,48,30000.0
Dimapur,798611,Zunheboto,Zunhebotto,Nagaland,101,66000.0
Dimapur,798612,Tuensang,Tuensang,Nagaland,160,101000.0
Dimapur,798618,-,-,-,48,44000.0
Dimapur,798620,Zunheboto,Zunhebotto,Nagaland,176,122000.0
Dimapur,798621,Naginimora,Mon,Nagaland,321,222000.0
