Clinic Loc,Zip,SubCity,City,State,qty,revenue
Shankar Ng,491226,Balod,Durg,Chhattisgarh,68,64000.0
Shankar Ng,491227,Gurur,Durg,Chhattisgarh,190,140000.0
Shankar Ng,491228,Dondi Awari,Durg,Chhattisgarh,152,88000.0
Shankar Ng,491230,-,-,-,72,58000.0
Shankar Ng,491331,Dhamdha,Durg,Chhattisgarh,47,30000.0
Shankar Ng,491332,Berla,Durg,Chhattisgarh,27,20000.0
Shankar Ng,491335,Bemetara,Durg,Chhattisgarh,325,208000.0
Shankar Ng,491336,Kawardha,Kawardha,Chhattisgarh,67,55000.0
Shankar Ng,491337,-,-,-,112,58000.0
Shankar Ng,491338,-,-,-,75,38000.0
Shankar Ng,491340,Nandghat,Durg,-,75,60500.0
Shankar Ng,491441,Rajnandgaon,Rajnandgaon,Chhattisgarh,714,487000.0
Shankar Ng,491444,-,-,-,24,22000.0
Shankar Ng,491445,Dongargarh,Rajnandgaon,Chhattisgarh,2,3000.0
Shankar Ng,491558,-,-,-,32,15000.0
Shankar Ng,491559,Pandaria,Kawardha,Chhattisgarh,8,12000.0
Shankar Ng,491661,Dongargaon,Rajnandgaon,Chhattisgarh,35,30000.0
Shankar Ng,491665,Ambagarh Chowki,Rajnandgaon,Chhattisgarh,49,33000.0
Shankar Ng,491881,Khairagarh Raj,Rajnandgaon,Chhattisgarh,157,91000.0
Shankar Ng,491885,Chhuikhadan,Rajnandgaon,Chhattisgarh,68,52000.0
Shankar Ng,491888,-,-,-,2,4000.0
Shankar Ng,491993,Saja,Durg,Chhattisgarh,61,50000.0
Shankar Ng,491995,Kawardha,Kawardha,Chhattisgarh,548,335500.0
Shankar Ng,492001,Raipur,Raipur,Chhattisgarh,7662,5065150.0
Shankar Ng,492002,Raipur,Raipur,Chhattisgarh,36,30000.0
Shankar Ng,492003,Raipur,Raipur,Chhattisgarh,148,79000.0
Shankar Ng,492004,Raipur,Raipur,Chhattisgarh,455,330000.0
Shankar Ng,492006,Ambikapur,Ambikapur,Chhattisgarh,73,57000.0
Shankar Ng,492007,Ambikapur,Ambikapur,Chhattisgarh,1,1000.0
Shankar Ng,492008,Raipur,Raipur,Chhattisgarh,323,218000.0
Shankar Ng,492009,Raipur,Raipur,Chhattisgarh,24,23000.0
Shankar Ng,492010,Raipur,Raipur,Chhattisgarh,56,45000.0
Shankar Ng,492011,Ambikapur,Ambikapur,Chhattisgarh,35,25000.0
Shankar Ng,492012,-,-,-,1,2000.0
Shankar Ng,492013,Raipur,Raipur,Chhattisgarh,438,269000.0
Shankar Ng,492014,Raipur,-,-,1,2000.0
Shankar Ng,492015,Mana Camp,Raipur,Chhattisgarh,668,441000.0
Shankar Ng,492018,-,-,-,67,40000.0
Shankar Ng,492020,-,-,-,52,33000.0
Shankar Ng,492099,Raipur,Raipur,Chhattisgarh,390,256500.0
Shankar Ng,492101,Mandi R Hasod,Raipur,Chhattisgarh,144,81000.0
Shankar Ng,492109,Panduka,Raipur,Chhattisgarh,40,30000.0
Shankar Ng,492335,-,-,-,19,20000.0
Shankar Ng,493013,-,-,-,1,1000.0
Shankar Ng,493101,Simga,Raipur,Chhattisgarh,14,11000.0
Shankar Ng,493111,Manddar Cement Factory,Raipur,Chhattisgarh,191,113000.0
Shankar Ng,493113,Simga,Raipur,Chhattisgarh,35,30000.0
Shankar Ng,493114,Neora,Raipur,Chhattisgarh,119,79500.0
Shankar Ng,493116,-,-,-,79,45000.0
Shankar Ng,493118,Bhatapara,Raipur,Chhattisgarh,165,109000.0
Shankar Ng,493195,-,-,-,67,38000.0
Shankar Ng,493221,Birgaon,Raipur,Chhattisgarh,815,542500.0
Shankar Ng,493225,Kharora,Raipur,Chhattisgarh,188,131000.0
Shankar Ng,493228,Pallari,Raipur,Chhattisgarh,88,60000.0
Shankar Ng,493229,Watgan,Raipur,-,1,1000.0
Shankar Ng,493245,-,-,-,1,1000.0
Shankar Ng,493332,Baloda Bazar,Raipur,Chhattisgarh,450,306500.0
Shankar Ng,493335,-,-,-,66,38000.0
Shankar Ng,493338,Bilaigarh,-,-,1,2000.0
Shankar Ng,493344,Katgi,Raipur,Chhattisgarh,171,98000.0
Shankar Ng,493441,Arang,Raipur,Chhattisgarh,356,244000.0
Shankar Ng,493445,Mahasamund,Mahasamund,Chhattisgarh,478,358000.0
Shankar Ng,493551,Pithora,Raipur,Chhattisgarh,242,163500.0
Shankar Ng,493554,Mahasamund,Mahasamund,Chhattisgarh,123,72000.0
Shankar Ng,493558,Saraipali,Mahasamund,Chhattisgarh,181,147000.0
Shankar Ng,493559,Sarsiwa,Raipur,Chhattisgarh,78,48000.0
Shankar Ng,493661,Abhanpur,Raipur,Chhattisgarh,117,86000.0
Shankar Ng,493663,Kurud,Raipur,Chhattisgarh,122,84500.0
Shankar Ng,493669,-,-,-,45,30000.0
Shankar Ng,493770,Dhamtari,Dhamtari,Chhattisgarh,120,71000.0
Shankar Ng,493773,Dhamtari,Dhamtari,Chhattisgarh,363,257500.0
Shankar Ng,493775,-,-,-,13,13500.0
Shankar Ng,493776,Rudri,Dhamtari,Chhattisgarh,203,151000.0
Shankar Ng,493881,Rajim,Raipur,Chhattisgarh,92,65500.0
Shankar Ng,493885,Rajim,Raipur,Chhattisgarh,101,71000.0
Shankar Ng,493888,-,-,-,45,30000.0
Shankar Ng,493889,Gariaband,Raipur,Chhattisgarh,221,156000.0
Shankar Ng,493952,-,-,-,12,12000.0
Shankar Ng,493992,Phingeshwar,Raipur,-,118,54000.0
Shankar Ng,493996,-,-,-,45,30000.0
Shankar Ng,494001,Jagdalpur,Bastar,Chhattisgarh,636,387500.0
Shankar Ng,494226,Kondagaon,Bastar,Chhattisgarh,294,191500.0
Shankar Ng,494228,-,-,-,66,38000.0
Shankar Ng,494333,Kanker,-,-,67,38000.0
Shankar Ng,494334,Kanker,Kanker,Chhattisgarh,225,153000.0
Shankar Ng,494336,-,-,-,58,38000.0
Shankar Ng,494337,-,-,-,103,68000.0
Shankar Ng,494444,Bijapur,Bijapur(CGH),Chhattisgarh,47,30000.0
Shankar Ng,494446,Bhopalpatnam,Bijapur(CGH),Chhattisgarh,51,30000.0
Shankar Ng,494449,Dantewada,Dantewada,Chhattisgarh,133,83000.0
Shankar Ng,494553,-,-,-,45,30000.0
Shankar Ng,494556,Dantewada,-,-,24,22000.0
Shankar Ng,494661,Narayanpur,Narayanpur,Chhattisgarh,59,52000.0
Shankar Ng,494665,Antagarh,Kanker,Chhattisgarh,9,10000.0
Shankar Ng,494669,Bhanupratappur,Kanker,Chhattisgarh,8,11000.0
Shankar Ng,494670,-,-,-,23,22000.0
Shankar Ng,494776,Pakhanjore,Kanker,Chhattisgarh,51,30000.0
Shankar Ng,495001,Bilaspur,Bilaspur(CGH),Chhattisgarh,1573,1033000.0
Shankar Ng,495003,-,-,-,45,30000.0
Shankar Ng,495006,Bilaspur,-,-,74,38000.0
Shankar Ng,495112,-,-,-,51,30000.0
Shankar Ng,495113,Kargi Road,Bilaspur(CGH),Chhattisgarh,109,81000.0
Shankar Ng,495115,Lormi,Bilaspur(CGH),Chhattisgarh,52,32000.0
Shankar Ng,495116,Belgahana,Bilaspur(CGH),Chhattisgarh,7,7000.0
Shankar Ng,495117,Pendraroad,Bilaspur(CGH),Chhattisgarh,6,5000.0
Shankar Ng,495118,Marwahi,Korba,Chhattisgarh,41,30000.0
Shankar Ng,495119,Pendra,Bilaspur(CGH),Chhattisgarh,2,2000.0
Shankar Ng,495222,Bilha,Bilaspur(CGH),-,52,30000.0
Shankar Ng,495334,Mungeli,Bilaspur(CGH),Chhattisgarh,224,131000.0
Shankar Ng,495335,Patharia,Bilaspur(CGH),Chhattisgarh,82,58000.0
Shankar Ng,495442,Ratanpur,Bilaspur(CGH),Chhattisgarh,122,75000.0
Shankar Ng,495445,-,-,-,38,30000.0
Shankar Ng,495450,Jamnipali,Korba,Chhattisgarh,399,266000.0
Shankar Ng,495452,Korba,Korba,Chhattisgarh,35,32000.0
Shankar Ng,495454,Kusmunda,Korba,Chhattisgarh,40,30000.0
Shankar Ng,495551,Masturi,Bilaspur(CGH),Chhattisgarh,70,62000.0
Shankar Ng,495552,Akaltara,Janjgir-champa,Chhattisgarh,190,132000.0
Shankar Ng,495553,-,-,-,21,22000.0
Shankar Ng,495554,Pamgarh,Janjgir-champa,Chhattisgarh,11,10000.0
Shankar Ng,495661,Birra,Korba,Chhattisgarh,51,30000.0
Shankar Ng,495668,Janjgir,Janjgir-champa,Chhattisgarh,104,63000.0
Shankar Ng,495671,Janjgir,Janjgir-champa,Chhattisgarh,220,146500.0
Shankar Ng,495674,Bhaisma,Korba,Chhattisgarh,39,32000.0
Shankar Ng,495684,-,-,-,67,38000.0
Shankar Ng,495687,-,-,-,45,30000.0
Shankar Ng,495688,Dabhra,Janjgir-champa,Chhattisgarh,67,38000.0
Shankar Ng,495689,Sakti,Janjgir-champa,Chhattisgarh,65,50000.0
Shankar Ng,495692,Chandrapur,-,-,45,30000.0
Shankar Ng,495695,Adbhar,Janjgir-champa,Chhattisgarh,52,33000.0
Shankar Ng,495773,-,-,-,15,12000.0
Shankar Ng,496001,Raigarh,Raigarh,Chhattisgarh,398,252000.0
Shankar Ng,496100,Raigarh,Raigarh,Chhattisgarh,67,40000.0
Shankar Ng,496107,Raigarh,Raigarh,Chhattisgarh,1,1000.0
Shankar Ng,496116,-,-,-,32,15000.0
Shankar Ng,496223,Bagicha,-,-,76,38000.0
Shankar Ng,496224,Bagicha,Jashpur,Chhattisgarh,9,8500.0
Shankar Ng,496331,Jashpurnagar,Jashpur,Chhattisgarh,52,31000.0
Shankar Ng,496440,-,-,-,101,53000.0
Shankar Ng,496445,Sarnagarh,Raigarh,Chhattisgarh,83,66000.0
Shankar Ng,496551,Sarangarh,Raigarh,Chhattisgarh,13,12000.0
Shankar Ng,497001,Ambikapur,Surguja,Chhattisgarh,336,196000.0
Shankar Ng,497111,Sitapur,Surguja,Chhattisgarh,47,30000.0
Shankar Ng,497116,Lakhanpur,Surguja,Chhattisgarh,100,48000.0
Shankar Ng,497221,-,-,-,119,82000.0
Shankar Ng,497226,Surajpur,Surguja,Chhattisgarh,46,33000.0
Shankar Ng,497235,Surajpur,Surguja,Chhattisgarh,114,68000.0
Shankar Ng,497331,-,-,-,65,38000.0
Shankar Ng,497339,Baikunthapur,Koriya,Chhattisgarh,59,50000.0
Shankar Ng,497442,Manendragarh,Koriya,Chhattisgarh,63,41500.0
Shankar Ng,497451,Chirimiri,Koriya,Chhattisgarh,167,98000.0
Shankar Ng,498815,-,-,-,26,22000.0
Shankar Ng,593661,-,-,-,75,50000.0
Shankar Ng,713407,Memari,Purba Bardhaman,-,48,38000.0
Shankar Ng,743225,-,-,-,52,30000.0
Shankar Ng,764043,-,-,-,1,2000.0
Shankar Ng,764047,-,-,-,23,22000.0
Shankar Ng,764058,-,-,-,74,38000.0
Shankar Ng,766001,Dharamgarh,Kalahandi,Odisha,8,10500.0
Shankar Ng,766012,Kesinga,Kalahandi,Odisha,84,46000.0
Shankar Ng,766014,-,-,-,66,38000.0
Shankar Ng,766015,Dharamgarh,Kalahandi,Odisha,26,15000.0
Shankar Ng,766105,Nuapada,Nuapada,Odisha,15,10000.0
Shankar Ng,766107,Khariar,Nuapada,Odisha,7,5000.0
Shankar Ng,767001,Balangir,Balangir,Odisha,45,30000.0
Shankar Ng,767021,Losingha,Balangir,Odisha,52,33000.0
Shankar Ng,767025,Patnagarh,Balangir,Odisha,40,33000.0
Shankar Ng,767026,Patnagarh,Balangir,Odisha,38,30000.0
Shankar Ng,767033,Titilagarh,Balangir,Odisha,1,1000.0
Shankar Ng,767038,Patnagarh,Balangir,Odisha,1,2000.0
Shankar Ng,767039,Kantabanji,Balangir,Odisha,126,78000.0
Shankar Ng,767720,-,-,-,24,22000.0
Shankar Ng,768028,Bargarh,Bargarh,Odisha,41,30000.0
Shankar Ng,768201,Jharsuguda,Jharsuguda,Odisha,8,10000.0
Shankar Ng,790006,-,-,-,43,33000.0
Shankar Ng,4950001,-,-,-,21,20000.0
Shankar Ng,4955501,-,-,-,52,33000.0
Shankar Ng,8830885837,-,-,-,51,30000.0
Thane,0,-,-,-,46,30000.0
Thane,40000,-,-,-,365,271500.0
Thane,40012,-,-,-,12,10000.0
Thane,40070,-,-,-,50,38000.0
Thane,121102,Palwal,Faridabad,Haryana,5,3500.0
Thane,127021,Bhiwani,Bhiwani,Haryana,6,6000.0
Thane,144529,Hoshiarpur,Hoshiarpur,Punjab,18,10500.0
Thane,147301,Fatehgarhsahib,Fatehgarh Sahib,Punjab,10,7500.0
Thane,207123,Kasganj,Etah,Uttar Pradesh,23,18000.0
Thane,222001,Jaunpur,Jaunpur,Uttar Pradesh,4,1900.0
Thane,284003,Jhansi,Jhansi,Uttar Pradesh,22,17900.0
Thane,370655,Abdasa,Kachchh,Gujarat,10,10700.0
Thane,380007,Ahmadabad City,Ahmedabad,Gujarat,32,24000.0
Thane,395003,Surat City,Surat,Gujarat,21,19100.0
Thane,400000,-,-,-,202,146000.0
Thane,400001,Mumbai,Mumbai,Maharashtra,1,1000.0
Thane,400003,Dadar,Mumbai,Maharashtra,25,21500.0
Thane,400008,Mumbai,Mumbai,Maharashtra,41,34100.0
Thane,400010,Dadar,Mumbai,Maharashtra,77,62500.0
Thane,400015,Dadar,Mumbai,Maharashtra,1,1000.0
Thane,400016,Mumbai,Mumbai,Maharashtra,24,20000.0
Thane,400022,Chembur,Mumbai,Maharashtra,25,17800.0
Thane,400024,Chembur,Mumbai,Maharashtra,1,1000.0
Thane,400028,Mumbai,Mumbai,Maharashtra,636,458535.0
Thane,400031,Mumbai,Mumbai,Maharashtra,9,8500.0
Thane,400037,Mumbai,Mumbai,Maharashtra,5,3900.0
Thane,400042,Mumbai,Mumbai,Maharashtra,697,504200.0
Thane,400043,Mumbai,Mumbai,Maharashtra,52,38800.0
Thane,400051,Mumbai,Mumbai,Maharashtra,1,1000.0
Thane,400053,Mumbai,Mumbai,Maharashtra,24,18000.0
Thane,400055,Mumbai,Mumbai,Maharashtra,840,648000.0
Thane,400060,Jogeshwari East,Mumbai,Maharashtra,63,53000.0
Thane,400062,Mumbai,Mumbai,Maharashtra,1,2000.0
Thane,400064,Malad West,Mumbai,Maharashtra,49,38001.0
Thane,400067,Mumbai,Mumbai,Maharashtra,6,5000.0
Thane,400068,Dahisar West,Mumbai,Maharashtra,29,17000.0
Thane,400070,Chembur,Mumbai,Maharashtra,69,57600.0
Thane,400071,Mumbai,Mumbai,Maharashtra,39,31800.0
Thane,400072,Chembur,Mumbai,Maharashtra,86,69100.0
Thane,400074,Mumbai,Mumbai,Maharashtra,14,9800.0
Thane,400075,Mumbai,Mumbai,Maharashtra,140,112400.0
Thane,400076,Mumbai,Mumbai,Maharashtra,495,356500.0
Thane,400077,Mumbai,Mumbai,Maharashtra,142,108500.0
Thane,400078,Mumbai,Mumbai,Maharashtra,2298,1736750.0
Thane,400079,Mumbai,Mumbai,Maharashtra,437,313900.0
Thane,400080,Mumbai,Mumbai,Maharashtra,1051,796200.0
Thane,400081,Mumbai,Mumbai,Maharashtra,529,378600.0
Thane,400082,Mumbai,Mumbai,Maharashtra,15,11000.0
Thane,400083,Mumbai,Mumbai,Maharashtra,545,401700.0
Thane,400084,Mumbai,Mumbai,Maharashtra,81,64500.0
Thane,400086,Mumbai,Mumbai,Maharashtra,207,129600.0
Thane,400088,Mumbai,Mumbai,Maharashtra,27,21600.0
Thane,400089,Mumbai,Mumbai,Maharashtra,1,1000.0
Thane,400091,Borivali West,Mumbai,Maharashtra,1,1000.0
Thane,400099,Mumbai,Mumbai,Maharashtra,20,16600.0
Thane,400100,Mumbai,Mumbai,Maharashtra,54,39000.0
Thane,400101,Kandivali East,Mumbai,Maharashtra,117,90500.0
Thane,400102,Jogeshwari West,Mumbai,Maharashtra,47,30000.0
Thane,400104,Goregaon West,Mumbai,Maharashtra,38,31000.0
Thane,400111,-,-,-,41,33000.0
Thane,400160,-,-,-,8,8500.0
Thane,400165,Mumbai,Mumbai,Maharashtra,6,4300.0
Thane,400202,Mumbai,Mumbai,Maharashtra,1,1000.0
Thane,400210,Mumbai,Mumbai,Maharashtra,85,64000.0
Thane,400213,-,-,-,20,38000.0
Thane,400301,Mumbai,Mumbai,Maharashtra,1,700.0
Thane,400306,Navi Mumbai,Thane,Maharashtra,1,1000.0
Thane,400415,-,-,-,3,0.0
Thane,400601,Thane,Mumbai,Maharashtra,4421,3350278.0
Thane,400602,Thane,Mumbai,Maharashtra,960,714500.0
Thane,400603,Thane,Mumbai,Maharashtra,1705,1388700.0
Thane,400604,Thane,Mumbai,Maharashtra,773,570950.0
Thane,400605,Thane,Mumbai,Maharashtra,1931,1431460.0
Thane,400606,Thane,Mumbai,Maharashtra,937,697400.0
Thane,400607,Thane,Mumbai,Maharashtra,1402,1023200.0
Thane,400608,Thane,Mumbai,Maharashtra,188,134200.0
Thane,400609,-,-,-,16,12000.0
Thane,400610,Mumbai,Mumbai,Maharashtra,2523,1929100.0
Thane,400612,Thane,Mumbai,Maharashtra,4663,3455400.0
Thane,400613,Amraoti,Amraoti,Maharashtra,118,89500.0
Thane,400614,Mumbai,Mumbai,Maharashtra,58,53600.0
Thane,400615,Thane,Mumbai,Maharashtra,2822,2168900.0
Thane,400701,Rabale,Mumbai,Maharashtra,1241,959400.0
Thane,400702,Uran,Raigarh(MH),Maharashtra,55,43250.0
Thane,400703,Thane,Mumbai,Maharashtra,196,155000.0
Thane,400705,Mumbai,Mumbai,Maharashtra,138,113200.0
Thane,400706,Thane,Mumbai,Maharashtra,278,221200.0
Thane,400708,Digha,Mumbai,Maharashtra,1598,1204900.0
Thane,400709,Mumbai,Mumbai,Maharashtra,680,501900.0
Thane,401101,Thane,Mumbai,Maharashtra,33,26000.0
Thane,401105,Thane,Mumbai,Maharashtra,53,38600.0
Thane,401107,Thane,Mumbai,Maharashtra,268,207500.0
Thane,401203,Vasai,Mumbai,Maharashtra,61,42400.0
Thane,401402,Palghar,Mumbai,Maharashtra,16,11000.0
Thane,401404,Palghar,Mumbai,Maharashtra,7,8500.0
Thane,401501,Palghar,Mumbai,Maharashtra,32,29300.0
Thane,402106,Roha,Raigarh(MH),Maharashtra,43,30000.0
Thane,402107,Pen,Raigarh(MH),Maharashtra,78,71250.0
Thane,402109,Roha,Raigarh(MH),Maharashtra,50,39000.0
Thane,402110,Shrivardhan,Raigarh(MH),Maharashtra,23,18400.0
Thane,402201,Alibag,Raigarh(MH),Maharashtra,66,60600.0
Thane,402301,Mahad,Raigarh(MH),Maharashtra,5,5600.0
Thane,402401,Murud,Raigarh(MH),Maharashtra,26,21600.0
Thane,403801,Mormugao,Goa,Goa,33,30600.0
Thane,410101,Karjat,Raigarh(MH),Maharashtra,72,49100.0
Thane,410102,Karjat,Raigarh(MH),Maharashtra,5,3500.0
Thane,410201,Karjat,Raigarh(MH),Maharashtra,153,118380.0
Thane,410203,Khopoli,Raigarh(MH),Maharashtra,195,170000.0
Thane,410205,Sudhagad,Raigarh(MH),Maharashtra,37,30000.0
Thane,410206,Panvel,Raigarh(MH),Maharashtra,824,693950.0
Thane,410208,Panvel,Raigarh(MH),Maharashtra,39,34150.0
Thane,410209,Pune,Pune,Maharashtra,50,39950.0
Thane,410210,Panvel,Raigarh(MH),Maharashtra,216,180900.0
Thane,410216,Karjat,Raigarh(MH),Maharashtra,5,5400.0
Thane,410218,Panvel,Raigarh(MH),Maharashtra,62,67000.0
Thane,410221,Panvel,Raigarh(MH),Maharashtra,16,11000.0
Thane,410610,-,-,-,52,40000.0
Thane,411001,Pune City,Pune,Maharashtra,26,16900.0
Thane,411027,Pune City,Pune,Maharashtra,61,58000.0
Thane,411028,Pune City,Pune,Maharashtra,9,8501.0
Thane,411033,Pune City,Pune,Maharashtra,23,16300.0
Thane,411037,Pune City,Pune,Maharashtra,2,1000.0
Thane,411061,Haveli,Pune,Maharashtra,39,33000.0
Thane,412205,Haveli,Pune,Maharashtra,22,16200.0
Thane,412308,Haveli,Pune,Maharashtra,58,38500.0
Thane,413003,Solapur North,Solapur,Maharashtra,1,1000.0
Thane,413006,Solapur South,Solapur,Maharashtra,7,5000.0
Thane,413512,Latur,Latur,Maharashtra,1,1000.0
Thane,413601,Tuljapur,Osmanabad,Maharashtra,11,11100.0
Thane,414005,Ahmednagar,Ahmed Nagar,Maharashtra,16,10500.0
Thane,414402,Karjat,Ahmed Nagar,Maharashtra,23,22600.0
Thane,414603,Nevasa,Ahmed Nagar,Maharashtra,25,21800.0
Thane,415605,Chiplun,Ratnagiri,Maharashtra,19,18000.0
Thane,415612,Ratnagiri,Ratnagiri,Maharashtra,193,162100.0
Thane,415613,Ratnagiri,Ratnagiri,Maharashtra,1,1000.0
Thane,415621,-,-,-,78,38000.0
Thane,415639,Chiplun,Ratnagiri,Maharashtra,75,60500.0
Thane,415709,Khed (rtg),-,-,15,11000.0
Thane,416003,Karvir,Kolhapur,Maharashtra,32,27100.0
Thane,416122,Karveer,Kolhapur,Maharashtra,24,18000.0
Thane,416416,Miraj,Sangli,Maharashtra,66,48000.0
Thane,420708,-,-,-,18,10500.0
Thane,421001,Nashik,Nashik,Maharashtra,139,115200.0
Thane,421002,Kalyan,Mumbai,Maharashtra,302,251400.0
Thane,421003,Nashik,Nashik,Maharashtra,113,94100.0
Thane,421004,Kalyan,Mumbai,Maharashtra,265,194900.0
Thane,421005,Kalyan,Mumbai,Maharashtra,37,31000.0
Thane,421021,Ambernath,Thane,Maharashtra,46,38800.0
Thane,421101,Bhiwandi,Mumbai,Maharashtra,102,75200.0
Thane,421102,Kalyan,Mumbai,Maharashtra,104,94100.0
Thane,421201,Kalyan,Mumbai,Maharashtra,1524,1156800.0
Thane,421202,Kalyan,Mumbai,Maharashtra,621,516600.0
Thane,421203,Kalyan,Mumbai,Maharashtra,297,235600.0
Thane,421204,Kalyan,Mumbai,Maharashtra,785,615300.0
Thane,421209,-,-,-,23,22000.0
Thane,421212,-,-,-,1,1000.0
Thane,421215,-,-,-,85,56500.0
Thane,421251,-,-,-,47,33000.0
Thane,421301,Kalyan,Mumbai,Maharashtra,1726,1395500.0
Thane,421302,Bhiwandi,Mumbai,Maharashtra,2909,2289700.0
Thane,421303,Vada,Mumbai,Maharashtra,44,40600.0
Thane,421305,Bhiwandi,Mumbai,Maharashtra,72,52600.0
Thane,421306,Kalyan,Mumbai,Maharashtra,437,355200.0
Thane,421308,Bhiwandi,Mumbai,Maharashtra,41,26700.0
Thane,421311,Bhiwandi,Mumbai,Maharashtra,23,17800.0
Thane,421312,Wada,Mumbai,Maharashtra,54,33000.0
Thane,421315,-,-,-,15,10500.0
Thane,421350,-,-,-,15,11000.0
Thane,421401,Murbad,Mumbai,Maharashtra,38,34000.0
Thane,421402,Shahapur,Mumbai,Maharashtra,9,8500.0
Thane,421412,-,-,-,5,3500.0
Thane,421421,-,-,-,5,3500.0
Thane,421501,Ambarnath,Mumbai,Maharashtra,904,726000.0
Thane,421503,Ambarnath,Mumbai,Maharashtra,1482,1188000.0
Thane,421505,Kalyan,Mumbai,Maharashtra,23,24200.0
Thane,421506,Ambarnath,Mumbai,Maharashtra,19,17800.0
Thane,421509,-,-,-,19,15000.0
Thane,421601,Kalyan,Mumbai,Maharashtra,149,111100.0
Thane,421602,Shahapur,Mumbai,Maharashtra,104,85000.0
Thane,421605,Kalyan,Mumbai,Maharashtra,488,384400.0
Thane,421615,Mumbai,Mumbai,Maharashtra,27,18500.0
Thane,422001,Nashik,Nashik,Maharashtra,76,64500.0
Thane,422006,Nashik,Nashik,Maharashtra,81,71450.0
Thane,422009,Nashik,Nashik,Maharashtra,19,17000.0
Thane,422101,Nashik,Nashik,Maharashtra,7,6800.0
Thane,422214,Igatpuri,Nashik,Maharashtra,118,92400.0
Thane,422502,Nashik,Nashik,Maharashtra,4,1900.0
Thane,423104,Chandwad,Nashik,Maharashtra,6,5800.0
Thane,423109,Rahata,Ahmed Nagar,Maharashtra,41,34300.0
Thane,423203,Malegaon,Nashik,Maharashtra,7,5000.0
Thane,424001,Dhule,Dhule,Maharashtra,7,4900.0
Thane,425001,Jalgaon,Jalgaon,Maharashtra,10,8700.0
Thane,425003,Jalgaon,Jalgaon,Maharashtra,15,16200.0
Thane,425107,Jalgaon,Jalgaon,Maharashtra,49,30000.0
Thane,425201,Bhusawal,Jalgaon,Maharashtra,28,24600.0
Thane,431001,Aurangabad,Aurangabad,Maharashtra,8,5000.0
Thane,431005,Aurangabad,Aurangabad,Maharashtra,28,20000.0
Thane,431516,-,-,-,61,38000.0
Thane,441108,Nagpur,Nagpur,Maharashtra,30,30000.0
Thane,443001,Buldana,Buldhana,Maharashtra,19,10000.0
Thane,444601,Amravati,Amravati,Maharashtra,6,5000.0
Thane,445001,Yavatmal,Yavatmal,Maharashtra,70,11400.0
Thane,450331,Nepanagar,Chhindwara,Madhya Pradesh,25,20000.0
Thane,462001,Huzur,Bhopal,Madhya Pradesh,1,1000.0
Thane,497001,Ambikapur,Surguja,Chhattisgarh,1,700.0
Thane,500036,Saidabad,Hyderabad,Telangana,24,18000.0
Thane,560001,Bangalore North,Bengaluru,Karnataka,25,18000.0
Thane,560008,Bangalore North,Bengaluru,Karnataka,6,2640.0
Thane,560043,Bangalore North,Bengaluru,Karnataka,66,52400.0
Thane,574104,Karkal,Udupi,Karnataka,21,15000.0
Thane,585412,Bagalkot,Bagalkot,Karnataka,48,39330.0
Thane,591113,Belgaum,Belagavi,Karnataka,48,30000.0
Thane,600604,-,-,-,64,38000.0
Thane,610000,-,-,-,1,1000.0
Thane,721428,Digha,East Midnapore,West Bengal,53,31000.0
Thane,723213,Joypur,Purulia,West Bengal,4,1900.0
Thane,725211,-,-,-,49,30000.0
Thane,768001,Sadar,Sambalpur,Odisha,22,18000.0
Thane,781026,Gmc,Kamrup,Assam,21,17000.0
Thane,831001,Sakchi,East Singhbhum,Jharkhand,24,6480.0
Thane,842001,Muzaffarpur,Muzaffarpur,Bihar,1,700.0
Thane,845436,Motihari,East Champaran,Bihar,22,22300.0
Thane,4000000,-,-,-,26,18000.0
Thane,4000082,-,-,-,1,1000.0
Thane,4000601,-,-,-,203,126000.0
Thane,4000602,-,-,-,67,38000.0
Thane,4000605,-,-,-,83,70000.0
Thane,4000606,-,-,-,21,10000.0
Thane,4000607,-,-,-,42,38400.0
Thane,4000610,-,-,-,465,356000.0
Thane,4000611,-,-,-,1,1000.0
Thane,4000612,-,-,-,25,20000.0
Thane,4000615,-,-,-,44,25000.0
Thane,4000678,-,-,-,1,1000.0
Thane,4000701,-,-,-,14,10000.0
Thane,4000819,-,-,-,10,11600.0
Thane,4001610,-,-,-,41,27500.0
Thane,4006100,-,-,-,15,18000.0
Thane,4100610,-,-,-,2,2000.0
Thane,4213002,-,-,-,6,3800.0
Thane,40006610,-,-,-,2,2000.0
Thane,40061000,-,-,-,24,18000.0
Thane,-,-,-,-,82,72000.0
Ushagram,713101,Burdwan - I,Purba Bardhaman,West Bengal,1,2000.0
Ushagram,713131,-,-,-,68,38000.0
Ushagram,713325,Barabani,Paschim Bardhaman,West Bengal,65,38000.0
Ushagram,713343,Kulti MC,Paschim Bardhaman,West Bengal,1,2000.0
Ushagram,722121,Khatra,Bankura,West Bengal,46,30000.0
Ushagram,722122,Joypur,Bankura,West Bengal,45,30000.0
Ushagram,722139,-,-,-,76,38000.0
Ushagram,722158,Saltora,Bankura,West Bengal,1,2000.0
Ushagram,-,-,-,-,1,2000.0
Vesu,39010,-,-,-,60,33000.0
Vesu,39421,-,-,-,1,1000.0
Vesu,39501,-,-,-,11,8500.0
Vesu,110092,Delhi,Delhi,Delhi,1,1000.0
Vesu,141106,Ludhiana (East),Ludhiana,Punjab,1,1000.0
