pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
332315,1,1,1000.0,1
332402,1,25,15000.0,1
332403,2,39,31100.0,2
332404,3,135,78000.0,1
332602,2,10,5800.0,2
332703,2,92,50600.0,2
332708,1,51,30000.0,1
332713,1,32,30000.0,1
333001,7,242,134200.0,2
333023,4,127,68000.0,1
333042,2,56,31000.0,1
333516,1,39,19700.0,1
334001,8,256,176900.0,3
334003,1,1,700.0,1
334004,1,42,21000.0,1
335001,6,86,52800.0,4
335009,7,335,182200.0,2
335501,1,32,15000.0,1
335512,1,9,7400.0,1
335513,2,105,63000.0,1
335704,1,48,30000.0,1
335805,1,36,25500.0,1
335901,1,77,38000.0,1
341001,9,255,153900.0,2
341220,1,52,30000.0,1
341303,4,188,109000.0,1
341304,2,97,54000.0,1
341502,2,45,26000.0,1
341505,3,101,84800.0,2
341508,1,39,17600.0,1
341509,1,74,30000.0,1
341530,2,101,66000.0,1
342001,14,594,374300.0,5
342002,1,19,10000.0,1
342003,1,3,4400.0,1
342008,4,123,59000.0,4
342011,5,111,72100.0,4
342301,1,40,34200.0,1
342304,1,35,21000.0,1
343001,1,55,33000.0,1
344001,1,47,33000.0,1
344021,1,57,33000.0,1
344022,5,223,129000.0,1
344034,1,44,33900.0,1
344244,1,18,12600.0,1
345001,1,1,1000.0,1
345023,1,15,12400.0,1
346001,1,9,10500.0,1
349191,1,59,38000.0,1
354001,1,1,0.0,1
355263,1,1,1000.0,1
356001,2,7,6000.0,1
359003,1,55,33000.0,1
359006,1,29,22500.0,1
360001,200,5583,3212600.0,3
360002,48,1399,841200.0,1
360003,48,1417,810000.11,5
360004,58,1581,905875.0,3
360005,64,1976,1092001.0,5
360006,26,808,470500.0,1
360007,122,2936,1694800.0,3
360009,1,48,33000.0,1
360020,4,146,79000.0,2
360021,15,462,281500.0,3
360022,11,392,210500.0,1
360023,1,51,30000.0,1
360024,20,663,389700.0,3
360025,2,33,21000.0,1
360026,8,230,122000.0,1
360030,6,123,69500.0,2
360035,1,1,1000.0,1
360040,1,31,15000.0,1
360050,5,198,119000.0,1
360070,1,55,33000.0,1
360110,12,378,216400.0,3
360310,1,46,30000.0,1
360311,28,1178,676000.0,2
360330,1,10,5100.0,1
360360,2,103,68000.0,1
360370,8,304,196400.0,2
360410,5,202,108500.0,1
360440,1,27,20000.0,1
360460,1,16,11000.0,1
360490,7,458,255500.0,1
360510,4,182,101000.0,1
360523,1,48,30000.0,1
360530,3,101,71000.0,1
360550,1,1,1000.0,1
360575,15,581,305500.0,1
360590,2,106,60000.0,1
360675,1,45,30000.0,1
361001,45,1660,922900.0,2
361002,3,120,68500.0,1
361003,2,85,62100.0,2
361004,1,13,0.0,1
361005,11,508,297000.0,1
361006,10,425,267907.0,2
361007,1,55,33000.0,1
361008,10,397,251500.0,2
361009,2,89,63000.0,1
361010,5,128,63000.0,2
361012,1,1,1000.0,1
361140,2,53,32000.0,2
361141,2,87,55000.0,1
361160,3,19,12000.0,1
361170,6,184,113200.0,1
361210,3,157,88000.0,1
361230,1,51,30000.0,1
361250,2,47,30500.0,1
361305,6,146,78000.0,2
361306,1,1,1000.0,1
361315,4,204,96000.0,1
361325,1,75,38000.0,1
361335,6,186,121000.0,2
361345,3,165,90000.0,1
361347,1,1,1000.0,1
361350,1,40,33000.0,1
362001,32,1375,791200.0,1
362015,4,106,59699.0,1
362030,1,4,0.0,1
362130,5,150,81000.0,1
362150,2,6,5000.0,1
362220,7,221,140500.0,3
362222,1,38,15000.0,1
362225,5,157,88000.0,1
362226,2,67,59100.0,2
362230,5,189,108500.0,1
362240,4,109,62000.0,2
362245,1,28,20000.0,1
362251,1,2,0.0,1
362255,1,50,20000.0,1
362260,1,46,30000.0,1
362265,10,253,160000.0,3
362268,1,57,30000.0,1
362510,2,139,76000.0,1
362560,2,52,32000.0,1
362620,2,27,21000.0,1
362650,2,120,68000.0,1
362715,1,11,8500.0,1
362720,2,89,45000.0,1
363001,8,180,107600.0,3
363002,5,156,88000.0,1
363020,1,30,22000.0,1
363030,3,142,83000.0,2
363310,6,272,170700.0,2
363330,7,254,140500.0,2
363410,1,11,8500.0,1
363421,2,63,36000.0,1
363423,1,21,16700.0,1
363426,1,51,33000.0,1
363430,1,1,2000.0,1
363435,1,12,9200.0,1
363520,7,226,119002.0,2
363530,2,96,53000.0,1
363621,27,1072,620600.0,2
363636,2,20,16700.0,2
363641,53,2040,1189500.0,5
363642,14,419,251700.0,2
363650,2,66,31500.0,1
363775,1,47,30000.0,1
364001,29,883,533583.0,7
364002,8,383,212000.0,2
364050,1,62,30000.0,1
364060,1,61,30000.0,1
364081,1,1,1000.0,1
364140,1,25,20000.0,1
364141,1,1,1000.0,1
364145,2,48,29500.0,2
364230,2,43,33500.0,1
364240,1,33,10000.0,1
364270,4,143,89000.0,3
364290,3,128,73000.0,2
364505,1,38,15000.0,1
364515,3,193,98000.0,2
364522,1,16,11700.0,1
364710,5,143,90500.0,2
364750,2,65,35000.0,1
365220,2,55,31000.0,1
365421,2,22,9700.0,2
365440,2,64,40000.0,1
365601,11,320,205700.0,3
365610,1,53,33000.0,1
365620,1,56,33000.0,1
365640,1,54,30000.0,1
369469,1,68,33000.0,1
370001,11,409,267400.0,3
370020,7,342,225000.0,2
370030,2,44,30000.0,1
370110,9,346,233000.22,2
370140,2,114,60000.0,1
370150,3,141,80000.0,1
370165,2,111,66000.0,2
370201,10,473,258000.0,2
370205,4,63,42000.0,1
370210,1,7,5000.0,1
370240,1,46,30000.0,1
370405,3,162,101000.0,1
370421,16,826,454000.0,3
370455,2,62,34500.0,2
370511,1,3,0.0,1
370655,2,22,25300.0,2
371234,1,1,1000.0,1
380001,129,3105,1799501.0,7
380002,17,561,308400.0,2
380003,5,161,89600.0,2
380004,36,1154,688400.0,3
380005,41,1437,769601.22,5
380006,18,693,365700.0,2
380007,57,2178,1228501.67,6
380008,57,2019,1078801.0,4
380009,13,485,283800.0,2
380013,41,1450,853702.0,2
380014,2,2,1000.0,1
380015,54,2109,1163450.0,5
380016,19,831,427400.0,4
380018,4,225,117000.0,1
380021,20,757,431701.0,4
380022,22,650,336500.0,2
380023,4,54,32000.22,1
380024,13,517,286000.0,2
380026,16,709,393900.0,3
380027,4,190,97000.0,1
380028,7,246,149500.0,1
380038,108,3713,2010601.35,3
380042,1,60,30000.0,1
380043,4,145,82901.0,1
380049,9,386,186000.0,2
380050,19,700,349501.0,2
380051,52,1830,1027700.37,4
380052,27,733,374500.0,1
380053,1,1,1000.0,1
380054,137,3023,1769402.0,4
380055,32,1030,505400.0,1
380057,4,221,112100.0,1
380058,72,2682,1547201.62,4
380059,10,330,163000.62,1
380060,24,827,462900.0,2
380061,64,2449,1358269.47,2
380062,1,68,38000.0,1
380063,5,48,32600.66,1
380081,43,1162,623200.0,4
380207,1,29,21000.0,1
382001,4,139,76000.0,1
382006,1,59,33032.0,1
382007,2,98,58901.0,1
382010,61,2199,1315001.47,4
382011,1,13,0.0,1
382016,35,1189,630000.0,3
382029,1,7,4000.0,1
382035,1,20,10000.0,1
382041,1,6,5000.0,1
382110,29,1142,657300.0,2
382115,1,7,5000.0,1
382140,2,79,59000.0,1
382150,10,420,254500.0,2
382165,1,91,38000.0,1
382170,3,66,54400.0,1
382210,34,1464,752000.0,2
382213,6,312,200300.0,1
382220,17,709,437700.0,1
382225,18,781,459400.0,2
382230,2,92,43000.0,1
382240,1,7,0.0,1
382260,2,10,7501.0,1
382305,4,126,91101.0,1
382315,3,89,49000.47,1
382321,2,10,10501.0,2
382323,1,1,1000.0,1
382325,1,2,0.0,1
382330,64,2396,1299600.47,5
382340,9,405,223000.0,2
382345,35,1305,624400.0,3
382346,3,121,63000.0,1
382350,42,1434,808600.0,3
382355,6,185,139775.0,3
382404,2,32,23500.0,2
382405,56,1879,1084800.0,5
382410,1,46,21000.0,1
382415,32,1024,575101.0,2
382418,58,2123,1146701.22,2
382421,30,1215,719201.0,5
382423,1,28,15000.0,1
382424,74,2764,1455601.0,4
382425,1,15,8500.0,1
382427,2,64,46500.0,2
382430,29,991,527101.0,2
382431,1,72,33000.0,1
382432,1,1,1000.0,1
382433,2,46,33000.0,1
382435,1,24,15000.0,1
382440,12,295,166100.0,1
382443,15,482,255200.0,4
382445,54,1868,1025100.0,6
382449,4,159,96400.0,1
382450,2,22,13000.0,1
382455,1,68,30000.0,1
382456,1,50,38000.0,1
382460,8,223,133401.0,2
382470,7,225,140200.0,1
382475,10,213,106000.0,2
382480,45,2004,1018500.6699999999,1
382481,22,1120,600100.0,3
382501,12,670,380000.0,1
382514,1,62,30000.0,1
382533,1,1,1000.0,1
382715,16,576,343003.0,1
382721,27,1162,643701.0,3
382725,1,58,33000.0,1
382729,3,128,72000.0,1
382735,1,8,0.0,1
382750,1,1,1000.0,1
382765,1,8,8500.0,1
382845,3,169,90900.0,1
382870,6,178,117900.0,1
383001,50,1719,941600.0,2
383002,1,67,39500.0,1
383010,1,15,13500.0,1
383120,2,73,49300.0,1
383205,1,6,4000.0,1
383215,1,1,1000.0,1
383255,4,142,71000.0,1
383260,1,25,18000.0,1
383305,1,1,1000.0,1
383315,5,215,112200.0,1
383320,1,76,50000.0,1
383325,3,159,78000.0,1
383330,1,1,1000.0,1
383350,1,5,0.0,1
383355,2,111,60000.0,2
383410,1,20,0.0,1
383422,1,45,30000.0,1
383430,6,257,137500.0,1
383940,1,67,38000.0,1
384001,9,319,183900.0,3
384002,33,1480,790900.0,2
384003,2,82,59100.0,2
384151,3,78,47700.0,2
384170,5,169,96500.0,1
384215,1,68,38000.0,1
384229,1,54,33000.0,1
384265,12,407,271102.0,2
384315,4,73,39220.0,2
384320,1,10,8501.0,1
384330,1,8,8500.0,1
384355,7,182,117200.0,2
384415,1,56,38000.0,1
384440,12,605,324000.0,1
384450,1,29,15000.0,1
385001,21,861,515600.0,2
385210,2,29,19500.0,1
385310,1,62,30000.0,1
385320,1,56,33000.0,1
385330,2,61,42000.0,1
385340,1,1,0.0,1
385350,1,62,38000.0,1
385421,1,104,38000.0,1
385510,1,78,50000.0,1
385520,1,28,20000.0,1
385533,1,46,24500.0,1
385535,6,254,159100.0,2
385550,1,24,21000.0,1
385565,2,64,34000.0,1
385671,1,1,1000.0,1
386125,1,36,8500.0,1
387001,31,1238,711000.0,4
387002,3,32,18500.0,2
387130,2,124,69000.0,1
387310,1,40,32200.0,1
387335,2,70,38000.0,2
387350,2,99,60000.0,1
387355,2,55,40000.0,1
387360,1,82,50000.0,1
387380,1,60,30000.0,1
387411,7,287,187000.0,3
387430,1,29,5000.0,1
387510,1,1,0.0,1
387520,2,61,46400.0,2
387530,1,56,30000.0,1
387550,1,26,21000.0,1
387570,1,48,30000.0,1
387620,7,212,132000.0,2
387630,2,86,53000.0,2
387810,1,5,0.0,1
388001,41,1299,792700.11,2
388110,1,42,30000.0,1
388120,3,198,101000.0,2
388121,1,69,33000.0,1
388130,3,164,78000.0,1
388140,1,31,22000.0,1
388180,2,96,45000.0,2
388210,1,1,0.0,1
388220,11,302,183700.0,3
388225,5,77,53000.0,2
388230,1,29,15000.0,1
388255,1,20,13500.0,1
388260,1,62,38000.0,1
388265,1,9,8501.0,1
388270,1,15,8500.0,1
388305,2,33,15000.0,1
388306,3,108,69000.0,1
388307,1,54,38000.0,1
388315,1,51,33000.0,1
388320,1,91,50000.0,1
388335,2,49,35000.0,1
388345,2,131,66000.0,2
388365,3,90,65000.0,1
388450,6,246,133000.0,1
388460,1,38,33000.0,1
388480,1,60,30000.0,1
388510,3,21,21200.0,2
388540,12,581,392992.0,1
388560,1,56,33000.0,1
388620,10,294,202000.0,2
388625,5,81,68200.0,2
388630,1,46,30000.0,1
388650,1,1,1000.0,1
389001,32,1015,601800.0,3
389110,1,43,30000.0,1
389120,1,57,33000.0,1
389140,3,84,65500.0,2
389145,1,32,15000.0,1
389151,21,606,390401.0,2
389155,1,17,11000.0,1
389160,1,65,38000.0,1
389170,1,1,0.0,1
389172,1,12,8500.0,1
389180,2,148,88000.0,2
389210,2,59,43000.0,1
389220,1,82,38000.0,1
389230,2,93,42500.0,2
389235,2,99,68000.0,1
389260,1,9,8500.0,1
389265,1,88,38000.0,1
389310,1,64,50000.0,1
389320,1,10,8500.0,1
389330,8,420,266501.28,2
389340,1,1,0.0,1
389341,2,76,48000.0,1
389350,24,737,500000.0,1
389365,1,63,40000.0,1
389380,4,130,85000.0,1
390001,33,853,543400.24,6
390002,19,555,353200.0,1
390003,4,91,49000.0,2
390004,17,587,377400.0,1
390005,4,58,37000.0,2
390006,21,477,275500.0,2
390007,92,1760,1182470.0,4
390008,15,389,253000.0,1
390009,17,617,396700.0,3
390010,44,1315,840400.0,2
390011,37,1078,681700.0,2
390012,61,1898,1240801.0,3
390013,10,328,222200.0,1
390014,13,518,296100.0,1
390015,6,99,89500.0,1
390016,35,1360,844200.0,1
390017,10,188,117000.0,1
390018,16,526,367900.0,1
390019,107,3749,2432100.0,5
390020,20,603,394900.0,2
390021,53,1678,1118400.0,2
390022,26,695,419600.0,1
390023,34,955,566000.0,3
390024,19,642,412300.0,2
390025,24,715,491106.0,1
390031,1,1,1000.0,1
390033,1,27,15000.0,1
390088,1,62,38000.0,1
391001,1,8,10000.0,1
391101,7,272,179900.0,1
391105,1,48,33000.0,1
391107,1,1,2000.0,1
391110,8,283,180500.0,1
391125,2,119,63000.0,2
391135,9,384,250400.0,1
391140,1,5,0.0,1
391145,2,23,19500.0,1
391150,2,26,15000.0,1
391152,1,35,22000.0,1
391160,1,1,1000.0,1
391165,7,211,141500.0,1
391200,1,47,30000.0,1
391210,2,73,51400.0,2
391220,1,10,8500.0,1
391240,11,495,283500.0,1
391243,8,233,152500.0,1
391244,1,62,33000.0,1
391310,6,92,53500.0,1
391330,9,243,151500.0,1
391340,4,104,76000.0,1
391345,1,39,33000.0,1
391350,2,50,33000.0,1
391407,1,101,53700.0,1
391410,35,1055,726800.0,2
391420,1,44,30000.0,1
391440,26,872,586200.0,3
391510,4,113,71000.0,1
391520,1,41,33000.0,1
391740,26,858,598400.0,3
391742,1,1,1000.0,1
391745,3,55,25000.0,3
391760,9,318,224099.0,2
391761,1,38,25000.0,1
391770,6,232,146000.0,1
391775,1,58,30000.0,1
391780,1,69,50000.0,1
392001,64,2094,1405701.0,6
392003,1,52,33000.0,1
392011,6,236,134000.0,2
392015,4,79,33000.0,1
392020,1,27,20700.0,1
392021,1,9,0.0,1
392025,2,44,31000.0,1
392030,3,140,88000.0,2
392040,1,30,20000.0,1
392041,1,1,1000.0,1
392110,1,19,10000.0,1
392130,4,175,117000.0,3
392140,2,101,56000.0,2
392150,5,202,139000.0,1
392201,1,111,63000.0,1
392210,3,90,51000.0,1
392220,5,132,78000.0,2
392230,1,1,0.0,1
392240,4,195,130000.0,1
392410,1,52,30000.0,1
392510,1,82,55000.0,1
393001,43,1377,821600.0,4
393002,4,146,97805.0,3
393010,2,21,27800.0,2
393017,1,83,50000.0,1
393020,3,63,31000.0,3
393025,1,56,30000.0,1
393030,1,83,66000.0,1
393040,7,147,83200.0,3
393105,1,9,10000.0,1
393110,2,9,11500.0,2
393115,1,48,33000.0,1
393130,4,137,67000.0,2
393140,1,51,30000.0,1
393145,8,295,207100.0,2
393150,1,70,38000.0,1
393151,1,48,33000.0,1
393180,1,43,18000.0,1
393193,1,113,38000.0,1
393345,1,69,30000.0,1
393355,1,9,0.0,1
393510,1,12,10000.0,1
393941,1,10,10500.0,1
394001,38,1553,809400.0,1
394002,1,77,38000.0,1
394004,2,139,68000.0,1
394005,2,136,76000.0,1
394006,2,80,38500.0,1
394010,25,831,422200.0,1
394012,5,139,67000.0,2
394015,1,1,1000.0,1
394060,1,54,30000.0,1
394101,18,566,275601.0,3
394102,1,87,33000.0,1
394105,3,166,96000.0,1
394107,17,339,180000.0,2
394109,1,80,38000.0,1
394110,16,580,279800.0,3
394111,2,34,1000.0,1
394112,1,66,19000.0,1
394115,3,152,78000.0,2
394120,6,285,162000.0,2
394121,3,4,3400.0,1
394125,1,43,30000.0,1
394130,8,209,105500.0,2
394145,1,9,0.0,1
394150,3,126,69000.0,2
394160,4,203,123000.0,1
394163,2,72,39000.0,1
394170,1,32,21000.0,1
394180,6,246,150900.0,2
394185,8,205,106600.0,1
394201,1,1,1000.0,1
394210,122,4236,2346501.0,4
394211,3,98,51700.0,2
394215,1,56,30000.0,1
394220,2,29,10000.0,1
394221,21,629,340000.0,3
394225,1,8,10000.0,1
394230,30,890,523100.0,3
394231,3,34,26200.0,3
394235,2,90,54000.0,1
394240,1,22,8500.0,1
394250,4,214,113000.0,1
394270,1,67,38000.0,1
394290,1,1,2000.0,1
394301,1,48,33000.0,1
394304,1,64,30000.0,1
394305,6,383,192800.0,1
394310,4,77,54500.0,1
394315,3,52,12000.0,1
394317,4,58,29000.0,4
394320,1,46,30000.0,1
394325,6,288,136000.0,2
394327,1,84,30000.0,1
394335,2,6,3500.0,1
394340,1,1,0.0,1
394350,1,48,30000.0,1
394360,1,82,38000.0,1
394370,2,2,3000.0,2
394410,1,32,23500.0,1
394421,1,57,33000.0,1
394430,1,49,36700.0,1
394441,1,54,30000.0,1
394455,1,79,30000.0,1
394501,1,15,9000.0,1
394510,21,772,435500.0,2
394517,2,21,17780.0,1
394520,3,101,61900.0,1
394535,1,52,30000.0,1
394540,11,408,229500.0,1
394550,4,83,60700.0,1
394560,1,38,30000.0,1
394567,2,41,20000.0,1
394601,9,341,223600.0,3
394610,1,31,20400.0,1
394620,1,26,20000.0,1
394630,3,120,64000.0,1
394635,1,66,39400.0,1
394650,12,564,324500.0,2
394670,4,204,107900.0,1
394710,1,27,21000.0,1
394751,1,31,22000.0,1
394901,1,79,33000.0,1
394910,1,72,38000.0,1
394912,1,75,38000.0,1
394951,1,47,33000.0,1
395000,2,61,39000.0,1
395001,258,6739,3781709.0,11
395002,29,860,495202.0,2
395003,101,2266,1345343.0,10
395004,45,1507,871500.0,4
395005,60,2182,1175933.0,6
395006,93,3173,1702599.0,5
395007,231,6137,3481381.0,8
395008,14,561,321200.0,3
395009,138,4855,2658351.0,10
395010,72,2424,1353700.0,6
395012,9,141,81100.0,1
395013,1,15,10500.0,1
395015,1,27,21000.0,1
395017,13,217,106200.0,1
395023,8,291,169600.0,1
395026,1,4,0.0,1
395050,1,39,18700.0,1
395051,1,36,18000.0,1
395060,1,10,0.0,1
395210,1,13,8500.0,1
395219,1,74,30000.0,1
395507,1,5,1980.0,1
395625,1,10,8500.0,1
395991,1,60,30000.0,1
396000,1,18,0.0,1
396001,28,1096,641250.0,5
396002,8,352,230200.0,5
396005,2,11,12163.0,2
396010,1,53,33000.0,1
396020,3,47,36800.0,2
396045,1,67,30000.0,1
396050,2,36,12000.0,1
396055,1,68,66300.0,1
396060,1,23,16700.0,1
396061,1,4,3500.0,1
396065,1,53,33000.0,1
396105,9,412,266335.0,4
396107,1,62,30000.0,1
396111,1,5,0.0,1
396125,5,104,70406.0,3
396140,1,55,30000.0,1
396145,6,263,166000.0,3
396150,2,69,35500.0,1
396155,2,134,63000.0,1
396159,1,2,2900.0,1
396165,6,164,123500.0,2
396170,8,380,244450.0,2
396171,8,102,69300.0,3
396180,1,55,33000.0,1
396185,7,328,171500.0,2
396191,39,1526,1013800.0,7
396193,2,114,63000.0,2
396195,7,279,204275.0,3
396210,27,883,516540.0,7
396213,1,28,18000.0,1
396220,20,859,461000.0,1
396230,10,409,244776.0,3
396235,3,83,42000.0,1
396240,1,64,33000.0,1
396310,2,22,20900.0,2
396321,4,254,139600.0,1
396350,1,24,18000.0,1
396368,1,83,38000.0,1
396375,2,97,61400.0,1
396406,1,47,30000.0,1
396412,1,82,38000.0,1
396421,3,108,74000.0,3
396433,1,13,0.0,1
396436,1,45,28280.0,1
396445,25,1099,624200.0,2
396450,2,118,63000.0,2
396469,1,10,0.0,1
396501,1,11,8500.0,1
396521,2,65,29200.0,1
396540,1,29,15200.0,1
396550,1,4,0.0,1
396580,1,41,33000.0,1
396590,1,73,33000.0,1
396690,1,73,30000.0,1
396832,1,60,30000.0,1
399501,1,13,9700.0,1
400000,27,511,304300.0,6
400001,37,1008,799799.0,8
400002,18,652,479000.0,2
400003,30,834,597100.0,3
400004,36,1387,972300.0,2
400005,55,1630,1159139.6,5
400006,7,217,168534.0,3
400007,33,1004,727100.0,6
400008,70,2403,1571200.0,6
400009,16,630,423200.0,2
400010,31,840,579182.0,3
400011,51,2096,1462699.0,4
400012,101,3270,2395101.0,3
400013,57,1390,989725.0,5
400014,57,1297,874325.0,6
400015,43,1678,1110000.0,4
400016,60,1881,1269799.0,3
400017,104,3100,2020400.0,2
400018,63,1905,1299000.0,3
400019,40,1419,1058260.0,5
400020,14,443,320450.0,1
400021,13,389,269200.0,2
400022,120,4110,2829410.0,7
400023,6,147,93050.0,1
400024,53,1479,1004767.0,6
400025,64,1905,1366950.34,2
400026,11,187,149500.0,1
400027,32,775,547800.0,2
400028,264,5597,3888552.7,4
400029,13,380,290080.0,2
400030,35,1299,912500.0,2
400031,66,1759,1178060.0,3
400032,1,49,47400.0,1
400033,45,1624,1067240.0,3
400034,20,522,393700.0,5
400036,2,62,31500.0,1
400037,86,3015,2131481.0,4
400042,54,1923,1342034.0,5
400043,96,3053,2008336.0,5
400044,1,44,33000.0,1
400047,108,3071,2368630.0,4
400049,14,492,405950.0,3
400050,89,2670,1977994.2,4
400051,73,2384,1641170.0,5
400052,57,2348,1587660.0,2
400053,192,4921,3623881.0,6
400054,86,2471,1698820.0,4
400055,177,3891,2758060.0,4
400056,18,473,358300.0,3
400057,30,1146,859397.0,3
400058,45,1513,1068290.0,4
400059,106,2485,1829411.0,15
400060,135,3897,2827150.0,7
400061,32,828,642920.0,2
400062,71,1154,856690.0,3
400063,101,2338,1862883.0,4
400064,850,16756,12959600.84,25
400065,77,2570,2002701.0,2
400066,136,3947,2948593.0,6
400067,324,9264,7159214.0,12
400068,167,5757,4582828.0,7
400069,60,2072,1555556.0,9
400070,142,4857,3175607.0,5
400071,177,5011,3601060.0,5
400072,135,4598,3465999.0,6
400073,2,114,64500.0,1
400074,47,1702,1250800.0,3
400075,38,1096,712200.0,5
400076,57,1746,1267800.0,3
400077,102,3152,2280829.0,4
400078,193,5854,4164979.0,12
400079,58,1573,1111286.0,4
400080,101,2607,1859713.0,7
400081,38,1103,811800.0,4
400082,4,103,67400.0,3
400083,70,2070,1523400.58,4
400084,35,1368,1002483.0,4
400085,12,508,376200.0,4
400086,113,3245,2126164.0,5
400087,17,482,305400.0,1
400088,141,4059,2681524.1,9
400089,36,1106,821550.0,4
400090,1,212,127000.0,1
400091,161,2230,1656814.0,5
400092,147,4285,3363292.0,7
400093,77,2296,1830835.0,6
400094,10,141,135000.0,1
400095,166,5095,3673441.0,4
400096,3,106,72200.0,1
400097,430,11565,8615966.4,10
400098,141,4186,2789970.0,5
400099,44,1310,1092960.0,4
400100,3,123,87000.0,1
400101,189,6052,4501806.0,8
400102,130,3568,2679344.0,6
400103,24,541,438050.0,2
400104,231,6331,4878717.0,8
400105,1,6,0.0,1
400107,1,16,11000.0,1
400111,1,54,33000.0,1
400117,1,47,44800.0,1
400160,1,54,34000.0,1
400162,1,63,30000.0,1
400165,1,58,48200.0,1
400202,1,25,19700.0,1
400204,1,11,11500.0,1
400206,2,2,2000.0,1
400209,2,56,34400.0,2
400210,5,204,109000.0,2
400213,2,92,68000.0,2
400216,2,62,27900.0,1
400218,1,48,30000.0,1
400221,1,14,0.0,1
400301,2,28,21100.0,1
400306,2,109,88800.0,2
400401,1,48,47100.0,1
400510,1,1,0.0,1
400601,336,7148,5054328.0,11
400602,60,1635,1056950.0,2
400603,122,3078,2331100.0,7
400604,63,1863,1375950.0,4
400605,126,3138,2243090.0,12
400606,62,1907,1387747.0,4
400607,98,2660,1952070.0,6
400608,16,377,288700.0,3
400609,2,55,40000.0,2
400610,171,4905,3301400.0,7
400612,367,10240,7237350.0,8
400613,4,231,167000.0,1
400614,59,1823,1261850.0,7
400615,339,6162,4482715.3,10
400670,2,25,22600.0,2
400701,152,4732,3255600.0,7
400702,36,1347,895394.0,5
400703,101,2811,1919150.0,4
400704,4,98,75500.0,3
400705,66,2164,1512720.0,4
400706,146,4395,3181540.0,5
400707,2,121,63000.0,1
400708,135,3877,2854899.0,6
400709,213,6678,4299876.0,6
400710,1,31,19000.0,1
400779,1,23,20000.0,1
400809,1,15,11000.0,1
400819,1,54,35600.0,1
401003,1,28,25400.0,1
401015,1,50,49000.0,1
401101,69,2176,1666810.0,5
401102,26,771,499900.0,3
401103,3,39,30200.0,2
401104,4,88,76900.0,2
401105,121,3895,2935077.0,8
401106,13,436,298000.0,3
401107,477,15185,11058850.0,10
401152,1,4,2300.0,1
401157,1,44,8500.0,1
401201,61,1665,1134140.0,4
401202,82,2741,1926794.8,4
401203,185,5381,3614525.1,6
401204,6,121,101600.0,2
401206,6,80,55600.0,3
401207,18,451,293500.0,2
401208,282,9857,6588390.01,8
401209,350,11783,7881345.01,9
401301,12,287,197400.0,2
401302,12,363,243200.0,4
401303,729,21291,13791998.1,21
401304,13,527,348000.0,3
401305,386,13242,8535482.01,10
401401,2,112,69800.0,2
401402,3,93,51000.0,3
401403,5,115,69700.0,2
401404,75,2781,1871800.0,7
401405,5,142,88800.0,2
401501,83,2948,2021084.0,4
401502,9,338,194800.0,2
401503,2,92,58000.0,1
401504,6,144,105975.0,2
401506,2,94,63000.0,2
401507,1,1,0.0,1
401601,8,148,104100.0,3
401602,20,658,422480.0,5
401603,5,227,146000.0,3
401604,2,35,32000.0,2
401605,2,37,19000.0,1
401606,5,172,144500.0,1
401607,1,44,33000.0,1
401610,1,3,0.0,1
401701,1,58,33000.0,1
401702,3,140,83000.0,1
401703,1,55,30000.0,1
402030,1,48,30000.0,1
402103,1,1,1000.0,1
402104,5,194,147700.0,4
402106,7,201,145300.0,4
402107,43,1273,857950.0,7
402109,10,454,266000.0,2
402110,3,68,50800.0,2
402112,3,17,13250.0,1
402114,1,18,16500.0,1
402116,1,53,30000.0,1
402117,3,70,54140.0,2
402143,1,10,7500.0,1
402201,29,1081,812057.0,5
402203,2,38,29700.0,2
402301,11,300,222000.0,4
402305,11,386,324032.33,4
402308,3,52,47565.0,3
402401,3,85,74200.0,2
403001,26,890,535420.0,3
403002,5,131,86000.0,1
403005,11,341,228100.0,2
403006,2,26,68000.0,1
403101,6,238,136900.0,2
403102,4,95,70950.0,2
403103,13,511,292500.0,1
403104,2,36,30000.0,1
403107,13,548,323100.0,2
403108,5,74,64500.0,2
403109,1,2,0.0,1
403110,5,164,103500.0,1
403114,2,53,45400.0,2
403115,6,237,150000.0,1
403203,1,2,2700.0,1
403204,3,71,41000.0,1
403206,1,12,0.0,1
403306,1,10,10500.0,1
403401,36,1182,675950.0,1
403402,4,66,64000.0,1
403403,2,63,31000.0,2
403404,6,151,70800.0,3
403406,16,521,342500.0,1
403410,3,36,50000.0,1
403416,1,40,30000.0,1
403501,23,746,490400.0,1
403502,84,3533,1432000.0,1
403503,15,291,282750.0,3
403504,13,469,275100.0,2
403505,11,309,185000.0,2
403506,9,208,170000.0,1
403507,22,732,469500.0,1
403508,1,53,33000.0,1
403509,3,15,19700.0,3
403510,6,134,84350.0,3
403511,2,41,43000.0,1
403512,13,415,267016.95,4
403513,5,152,130000.0,1
403515,6,190,128000.0,1
403516,16,409,334800.0,2
403517,5,163,93150.0,2
403521,9,307,237000.0,1
403523,2,32,28400.0,2
403524,6,224,123500.0,1
403526,1,27,15000.0,1
403527,2,106,59000.0,1
403529,1,63,30000.0,1
403530,3,134,97500.0,2
403601,82,2033,1285400.0,3
403602,10,356,235501.0,2
403607,1,80,34000.0,1
403624,1,22,22000.0,1
403701,6,207,149000.0,1
