pin_int,unique_clinic_patients,clinic_orders,clinic_revenue,clinics_visited
722133,2,106,60000.0,2
722134,1,38,30000.0,1
722135,1,20,22000.0,1
722137,1,2,1000.0,1
722140,1,50,38000.0,1
722142,2,64,30000.0,2
722144,3,119,90000.0,1
722150,1,61,33000.0,1
722151,1,60,33000.0,1
722152,1,9,10000.0,1
722158,1,51,30000.0,1
722161,1,74,38000.0,1
722164,1,23,22000.0,1
722201,1,56,30000.0,1
722202,3,77,51500.0,1
722203,1,24,22000.0,1
722205,2,70,40000.0,1
722206,2,164,101500.0,1
722207,3,29,11500.0,1
723012,1,20,0.0,1
723101,11,315,234000.0,5
723121,5,237,148900.0,3
723126,1,65,30000.0,1
723130,1,27,20000.0,1
723131,1,42,32000.0,1
723133,2,74,41500.0,1
723139,2,79,38000.0,2
723145,1,53,30000.0,1
723147,1,62,33000.0,1
723152,1,59,37000.0,1
723201,2,109,61000.0,1
723202,3,85,49500.0,1
723212,1,24,22000.0,1
723213,3,133,61900.0,2
723215,1,59,31000.0,1
723312,1,58,30000.0,1
723314,1,58,33000.0,1
724334,1,56,30000.0,1
725101,1,9,0.0,1
725210,1,3,0.0,1
725211,2,52,30000.0,2
725212,1,1,1000.0,1
730041,1,30,21400.0,1
731101,7,259,154000.0,2
731102,1,1,1000.0,1
731121,1,79,48000.0,1
731123,3,75,46500.0,2
731124,1,14,15000.0,1
731125,1,47,30000.0,1
731127,1,45,20000.0,1
731129,1,40,30500.0,1
731132,2,78,39000.0,2
731133,1,53,30000.0,1
731201,1,83,55000.0,1
731204,5,152,101500.0,1
731214,2,93,53000.0,1
731215,1,44,30000.0,1
731216,2,88,60000.0,1
731219,4,176,98000.0,3
731220,5,251,156000.0,2
731221,5,91,60000.0,3
731222,2,31,26000.0,2
731224,5,189,115400.0,3
731233,3,59,32000.0,1
731235,3,94,74500.0,2
731241,1,54,30000.0,1
731242,1,57,30000.0,1
731244,1,55,38000.0,1
731301,1,2,1000.0,1
731303,3,119,50000.0,2
732101,17,527,325501.0,7
732102,2,32,23000.0,1
732103,1,58,34001.0,1
732121,4,152,102000.0,2
732122,2,108,54000.0,1
732123,5,163,77500.0,2
732124,5,124,61000.0,2
732125,5,302,161000.01,1
732126,3,114,61000.0,2
732127,3,108,69001.0,1
732128,4,116,71000.0,1
732138,1,54,30000.0,1
732139,3,183,90000.0,1
732140,2,86,52000.0,1
732142,3,57,41000.0,2
732149,1,41,30000.0,1
732201,12,390,263500.0,3
732202,1,72,33000.0,1
732203,2,75,38000.0,1
732204,1,30,15000.0,1
732205,4,91,61000.0,2
732206,5,167,111000.0,3
732207,10,343,210401.0,3
732208,3,140,108000.0,3
732209,2,66,40000.0,1
732210,2,102,45000.0,2
732215,1,61,33000.0,1
732216,3,72,61400.0,3
732249,1,9,0.0,1
732301,1,23,16700.0,1
732312,1,62,33000.0,1
732702,1,46,30000.0,1
732717,1,51,31000.0,1
733101,5,159,85001.0,2
733102,2,76,44000.0,1
733103,2,46,31000.0,2
733121,6,259,137000.0,2
733123,3,75,52500.0,1
733124,1,1,1000.0,1
733125,7,250,128000.0,4
733126,1,51,41000.0,1
733128,4,233,137001.0,2
733129,6,314,167501.0,3
733130,8,328,187100.0,2
733132,2,126,80400.0,1
733133,1,86,33700.0,1
733134,16,757,428460.0,3
733141,1,69,33000.0,1
733142,2,42,39300.0,1
733143,3,138,66000.0,1
733156,5,246,123000.0,2
733158,2,73,40000.0,2
733201,8,322,187500.0,1
733202,21,627,361001.01,2
733207,16,566,338851.0,1
733208,5,193,108000.0,1
733209,3,141,83000.0,1
733210,3,108,67000.0,1
733215,2,71,30000.0,1
733216,1,3,0.0,1
733247,1,1,1000.0,1
733252,1,48,33000.0,1
734001,118,3380,2126646.0,5
734002,2,2,1000.0,1
734003,35,1288,787001.0,2
734004,20,892,493900.0,2
734005,23,761,458000.0,2
734006,31,1386,794102.01,2
734007,6,266,161001.0,2
734008,15,521,319000.0,2
734009,16,615,321500.0,2
734010,18,839,490000.0,3
734011,23,864,510900.01,4
734012,15,660,368501.0,1
734013,1,2,1000.0,1
734014,18,827,482600.0,2
734015,8,268,163000.0,2
734041,1,1,1000.0,1
734101,10,396,249901.0,2
734102,3,108,69000.0,1
734104,2,64,33000.0,1
734105,1,67,38000.0,1
734201,3,95,66300.0,1
734203,3,62,41000.0,1
734209,3,157,90000.0,2
734214,1,57,33000.0,1
734216,1,33,20000.0,1
734217,1,9,0.0,1
734218,1,8,0.0,1
734219,1,1,1000.0,1
734222,1,1,1000.0,1
734223,1,33,15000.0,1
734224,1,1,1000.0,1
734225,1,53,30000.0,1
734301,11,383,238398.0,3
734312,2,124,95000.0,2
734313,1,57,30000.0,1
734317,1,43,30000.0,1
734401,2,50,31000.0,1
734404,2,60,32000.0,1
734423,2,101,72000.0,1
734427,5,200,114000.0,1
734429,13,542,308000.0,2
734434,12,463,272000.01,1
734436,1,1,2000.0,1
734501,2,98,54201.0,2
734503,1,64,38000.0,1
735101,16,613,370001.0,3
735121,4,122,72000.0,1
735122,5,287,144002.01,1
735132,3,105,56500.01,1
735133,1,1,1000.0,1
735134,4,170,95500.0,1
735135,26,1073,603503.0,2
735139,1,1,1000.0,1
735140,1,11,10500.0,1
735201,1,45,34000.0,1
735202,2,119,71000.0,1
735203,1,47,33000.0,1
735204,8,263,146000.0,1
735205,4,207,124000.0,1
735206,4,146,92000.0,1
735207,1,1,1000.0,1
735209,2,160,63000.0,1
735210,18,839,462969.0,1
735211,22,845,464303.02,1
735212,3,58,28500.0,1
735213,1,56,38000.0,1
735214,2,129,63000.0,1
735215,6,259,144000.0,1
735216,2,82,64000.0,1
735217,4,220,121000.0,1
735218,2,157,71001.0,1
735219,1,52,30000.0,1
735220,2,87,49000.0,2
735221,9,329,186000.0,2
735222,2,95,48000.0,1
735223,3,151,101000.0,1
735224,9,433,240000.0,1
735225,2,48,36000.0,1
735228,2,69,32000.0,1
735230,1,38,19000.0,1
735232,1,5,5000.0,1
735301,2,67,21301.0,1
735302,3,145,78000.0,1
735303,6,230,150900.0,1
735305,1,66,30000.0,1
735615,1,1,0.0,1
736101,17,809,486001.0,3
736121,11,505,270900.01,4
736122,4,29,8501.0,1
736123,1,68,33000.0,1
736131,5,205,130050.0,2
736133,4,187,113001.0,1
736134,5,265,137001.0,1
736135,19,814,458900.01,1
736146,11,482,270000.0,4
736156,9,371,223000.01,1
736157,9,485,275301.0,2
736158,3,173,98000.0,1
736159,7,238,139800.0,2
736160,2,120,68000.0,1
736165,6,246,153251.0,1
736167,3,163,101000.0,1
736168,1,57,30000.0,1
736169,2,63,39000.0,1
736170,2,107,63000.0,1
736171,2,125,60000.0,1
736172,2,55,31000.0,1
736174,1,43,31800.0,1
736176,1,1,1000.0,1
736179,8,367,197002.0,1
736180,2,66,31000.0,1
736182,6,348,176000.0,1
736202,7,229,116700.0,2
736203,1,57,38000.0,1
736204,2,51,34000.0,1
736205,1,59,38000.0,1
736206,2,83,51000.0,1
736207,2,96,63000.01,1
736434,1,42,35400.0,1
737101,10,464,279400.0,1
737102,4,220,141101.0,2
737106,2,66,30000.0,2
737111,2,165,93000.0,1
737113,3,126,68000.0,1
737116,1,64,38000.0,1
737121,8,233,131300.0,3
737126,4,156,96000.0,1
737131,2,75,33000.0,1
737132,11,272,164800.0,5
737133,3,127,95313.0,1
737134,2,111,63000.0,1
737135,7,308,211000.0,2
737136,1,58,33000.0,1
737139,2,52,41000.0,1
737163,1,59,38000.0,1
738221,1,43,30000.0,1
741101,11,330,199600.0,2
741102,3,33,32000.0,2
741103,9,312,197000.0,1
741121,3,48,32000.0,2
741123,3,50,42000.0,2
741124,2,109,66000.0,1
741125,3,130,74400.0,1
741126,8,278,174000.0,1
741127,3,122,73500.0,2
741137,2,55,31000.0,1
741139,1,24,21000.0,1
741151,1,73,54700.0,1
741152,4,121,85000.0,2
741154,3,104,63000.0,2
741156,6,245,155000.0,2
741157,1,57,33000.0,1
741158,1,15,13500.0,1
741159,1,19,20000.0,1
741160,4,83,57700.0,2
741161,1,17,11000.0,1
741164,3,80,55000.0,1
741165,3,117,81000.0,2
741167,1,61,33000.0,1
741201,8,304,179000.0,2
741202,2,50,45000.0,1
741221,1,61,33000.0,1
741222,9,319,183001.0,2
741223,3,164,96000.0,1
741232,1,26,20000.0,1
741234,1,45,31000.0,1
741235,8,319,214800.0,3
741238,6,257,150700.0,2
741245,2,116,71100.0,2
741247,2,133,82000.0,1
741248,3,58,33000.0,1
741249,4,166,118000.0,1
741250,1,16,11000.0,1
741251,1,2,1000.0,1
741253,1,1,1000.0,1
741254,2,39,30000.0,1
741255,2,42,31000.0,1
741257,2,10,10000.0,1
741301,2,103,65000.0,1
741302,8,308,196500.0,2
741313,10,438,252000.0,3
741401,2,29,22000.0,1
741402,9,253,172000.0,3
741404,4,81,54300.0,1
741501,2,90,63000.0,1
741502,7,351,217000.0,1
741503,1,36,34900.0,1
741504,1,59,38000.0,1
741507,2,99,59000.0,1
741509,1,25,20000.0,1
742101,17,570,342000.0,3
742102,7,161,134000.0,5
742103,5,149,105000.0,2
742104,1,12,10000.0,1
742121,3,146,93500.0,1
742122,2,83,51000.0,2
742123,2,21,14000.0,2
742125,1,35,15000.0,1
742126,1,2,0.0,1
742133,4,154,121001.0,1
742134,4,257,146000.0,2
742135,4,46,33000.0,1
742136,5,178,99000.0,2
742137,4,148,95675.0,4
742140,2,118,75000.0,1
742147,2,37,31000.0,2
742148,5,162,110000.0,2
742149,12,525,336800.0,3
742159,3,172,97000.0,2
742161,1,1,1000.0,1
742163,3,122,60001.0,1
742166,2,79,44500.0,1
742168,3,65,45000.0,2
742175,1,30,20000.0,1
742184,1,11,10000.0,1
742187,1,23,22000.0,1
742188,3,64,30000.0,2
742189,3,61,40700.0,2
742201,2,31,21000.0,1
742202,5,124,88000.0,3
742212,1,55,33000.0,1
742213,6,208,124700.0,2
742223,2,86,48000.0,1
742224,6,137,103800.0,2
742225,2,121,60000.0,2
742226,2,99,63000.0,1
742227,2,28,25000.0,2
742235,1,49,30000.0,1
742236,1,60,33000.0,1
742237,1,13,11000.0,1
742301,3,32,22000.0,2
742303,4,157,84001.0,3
742304,2,92,48500.0,2
742305,3,154,86000.0,1
742306,1,18,10000.0,1
742308,1,39,30000.0,1
742322,1,1,1000.0,1
742351,1,70,40000.0,1
742401,2,95,52000.0,2
742402,1,2,1000.0,1
742404,1,65,38000.0,1
742406,1,50,30000.0,1
742408,1,67,33000.0,1
742460,5,155,101000.0,1
742848,1,2,1000.0,1
743001,1,1,1000.0,1
743009,1,1,1000.0,1
743122,4,72,45000.0,2
743123,2,56,41000.0,1
743125,4,230,116000.0,2
743126,4,116,96700.0,1
743127,11,378,237700.0,1
743128,2,65,33000.0,1
743129,3,89,60000.0,2
743130,1,13,11000.0,1
743133,2,91,53000.0,2
743134,3,122,73900.0,1
743135,4,198,115000.0,1
743136,1,41,30000.0,1
743144,9,132,90000.0,3
743145,7,281,185200.0,1
743160,1,1,1000.0,1
743165,4,209,142000.0,2
743166,3,110,92000.0,1
743193,1,24,20000.0,1
743211,1,48,30000.0,1
743221,2,75,50000.0,1
743222,1,49,30000.0,1
743223,3,86,51000.0,2
743225,1,54,30000.0,1
743233,2,87,54000.0,1
743234,1,25,19000.0,1
743235,1,17,10000.0,1
743245,2,27,26500.0,1
743247,1,52,38000.0,1
743248,8,217,131000.0,1
743249,4,197,123000.0,1
743251,10,299,207000.0,2
743252,5,224,111700.0,1
743254,1,9,8500.0,1
743262,4,124,58500.0,1
743263,10,371,213200.0,1
743265,1,61,30000.0,1
743271,4,116,82100.0,1
743273,1,51,30000.0,1
743286,4,146,96700.0,1
743289,2,10,9500.0,1
743290,4,162,112000.0,2
743291,1,62,30000.0,1
743292,1,54,40000.0,1
743293,2,78,68000.0,2
743294,1,67,33000.0,1
743312,7,252,164000.0,1
743313,1,42,33000.0,1
743318,6,242,166500.0,1
743329,12,544,341500.0,1
743330,11,470,299000.0,1
743331,4,141,95300.0,2
743332,1,56,30000.0,1
743335,1,16,10000.0,1
743336,2,61,46000.0,1
743337,8,382,234500.0,2
743338,5,134,93000.0,1
743347,7,263,149000.0,2
743348,3,105,76700.0,2
743349,7,192,142000.0,1
743351,1,50,40000.0,1
743354,6,145,110400.0,1
743355,8,211,128200.0,3
743357,2,17,11000.0,1
743363,4,99,73000.0,1
743368,5,148,122294.0,1
743370,4,58,53000.0,1
743371,5,160,118000.0,2
743372,7,233,156000.0,2
743373,7,264,183000.0,1
743374,1,27,20000.0,1
743375,3,41,31000.0,1
743376,6,195,141000.0,1
743377,3,100,61000.0,1
743378,2,142,62000.0,1
743383,1,57,38000.0,1
743385,1,47,30000.0,1
743387,3,105,74100.0,3
743391,1,66,33000.0,1
743395,2,87,54000.0,1
743399,3,129,82000.0,1
743401,4,67,47000.0,1
743405,2,30,15000.0,2
743411,3,177,121000.0,1
743412,4,123,69000.0,1
743421,1,78,33000.0,1
743422,5,271,159500.0,1
743423,10,414,302500.0,2
743424,3,63,41600.0,1
743425,5,197,119000.0,2
743426,6,262,156000.0,2
743427,1,62,38000.0,1
743428,2,128,60000.0,1
743429,2,60,40700.0,1
743433,1,1,1000.0,1
743435,4,198,135000.0,1
743437,3,146,95500.0,2
743439,4,109,72000.0,1
743442,6,217,123000.0,2
743445,6,177,130100.0,1
743446,2,83,48000.0,2
743456,3,110,98000.0,1
743502,18,609,382000.0,4
743503,10,245,157300.0,1
743504,3,165,102000.0,1
743513,3,107,71700.0,2
743609,1,98,61400.0,1
743610,5,155,88000.0,1
743611,1,42,25000.0,1
743613,1,27,19680.0,1
743701,1,57,41000.0,1
743704,1,43,38000.0,1
743710,3,65,51000.0,1
743711,1,20,0.0,1
744105,2,86,60000.0,2
744126,1,2,1000.0,1
744202,2,71,80000.0,2
751001,41,1181,641403.0,6
751002,34,1005,542976.1,1
751003,33,1296,784500.0,2
751005,3,84,62000.0,1
751006,18,910,502700.0,3
751007,8,227,124900.0,1
751009,2,2,0.0,1
751010,14,487,288000.0,1
751012,12,457,249500.0,1
751013,4,168,106000.0,2
751014,8,175,104999.0,3
751015,4,149,105000.0,1
751016,3,137,80000.0,1
751017,4,207,101000.0,1
751018,7,398,216000.0,1
751019,15,525,338390.0,3
751020,3,108,74000.0,1
751021,14,434,260400.0,3
751022,5,260,130500.0,1
751023,2,78,43000.0,1
751024,27,869,498901.0,3
751025,8,223,133000.0,1
751029,5,229,133000.0,1
751030,5,286,150000.0,1
751031,5,167,93000.0,1
751032,1,63,30000.0,1
751107,1,1,2000.0,1
751401,1,48,33000.0,1
752001,10,365,199000.0,2
752002,10,205,117900.0,4
752011,3,128,64000.0,1
752012,1,67,30000.0,1
752013,1,8,0.0,1
752014,2,7,0.0,1
752015,1,72,33000.0,1
752016,1,69,30000.0,1
752017,1,1,2000.0,1
752018,4,103,54000.0,1
752019,3,168,98000.0,1
752020,1,14,0.0,1
752022,2,94,51500.0,1
752024,1,66,30000.0,1
752025,2,136,68000.0,1
752030,4,155,83000.0,1
752031,1,68,33000.0,1
752034,2,49,38900.0,2
752045,2,58,32000.0,1
752046,3,110,64000.0,1
752050,5,130,79500.0,1
752054,7,367,201000.0,1
752055,3,118,64000.0,1
752056,1,58,30000.0,1
752057,3,182,93000.0,1
752060,2,142,69000.0,1
752063,3,154,90000.0,1
752065,2,78,43500.0,1
752068,2,28,22000.0,1
752069,3,90,54000.0,1
752070,1,55,30000.0,1
752077,1,79,33000.0,1
752080,1,53,30000.0,1
752081,1,60,30000.0,1
752082,1,1,1000.0,1
752083,1,1,2000.0,1
752084,2,114,63000.0,1
752090,1,1,1000.0,1
752091,1,71,38000.0,1
752092,1,39,21000.0,1
752093,1,60,33000.0,1
752100,3,71,42000.0,1
752101,9,239,122000.0,1
752102,2,94,42000.0,2
752104,8,410,224000.0,1
752105,1,62,33000.0,1
752106,4,106,83000.0,1
752107,2,191,76000.0,1
752108,4,81,51000.0,2
752109,9,147,89800.0,5
752110,2,76,34000.0,1
752111,1,28,20000.0,1
752114,2,55,34000.0,1
753001,15,560,316600.0,2
753002,5,232,120000.0,1
753003,4,130,70500.0,1
753004,9,292,148500.0,2
753006,1,52,30000.0,1
753008,1,46,30000.0,1
753010,1,70,48500.0,1
753011,2,108,60000.0,1
753012,3,130,82000.0,1
753014,16,496,273000.0,2
753015,3,80,42500.0,1
753021,1,1,1000.0,1
753100,1,9,6000.0,1
754001,4,193,109500.0,2
754003,3,71,30000.0,1
754004,2,72,52000.0,1
754005,2,47,30000.0,1
754006,1,54,33000.0,1
754008,3,157,86000.0,1
754013,1,3,0.0,1
754018,1,66,30000.0,1
754021,4,221,113000.0,1
754022,1,26,20000.0,1
754023,3,118,72000.0,1
754025,3,95,34000.0,1
754026,2,68,33000.0,1
754028,2,7,0.0,2
754029,6,373,210000.0,1
754032,2,55,31000.0,1
754100,3,90,60000.0,2
754102,3,118,56500.0,1
754103,7,363,174700.0,2
754104,1,46,21000.0,1
754105,1,68,30000.0,1
754110,1,6,5000.0,1
754112,1,72,33000.0,1
754130,1,60,38000.0,1
754132,1,1,1000.0,1
754133,1,30,20000.0,1
754135,1,12,10500.0,1
754136,1,9,0.0,1
754137,1,73,38000.0,1
754138,1,68,33000.0,1
754139,1,29,20000.0,1
754140,3,159,90000.0,1
754141,1,1,1000.0,1
754142,33,927,479799.0,1
754200,3,188,81000.0,1
754201,1,66,30000.0,1
754206,1,61,30000.0,1
754207,2,75,39000.0,2
754210,1,82,33000.0,1
754211,7,301,177500.0,1
754212,1,8,0.0,1
754214,1,66,38000.0,1
754215,3,56,43000.0,1
754217,1,57,33000.0,1
754219,2,50,39660.0,2
754221,1,57,38000.0,1
754223,3,83,45050.0,2
754224,2,50,30000.0,1
754225,1,55,30000.0,1
754228,1,48,30000.0,1
754246,1,69,33000.0,1
755001,2,65,32000.0,1
755003,1,1,2000.0,1
755004,2,146,68000.0,1
755005,1,60,30000.0,1
755006,1,65,30000.0,1
755007,1,65,30000.0,1
755008,3,118,49000.0,1
755012,3,61,38000.0,1
755014,1,1,0.0,1
755016,1,89,38000.0,1
755017,1,26,20000.0,1
755019,6,239,137000.0,2
755023,1,14,11000.0,1
755026,1,30,15000.0,1
755027,1,17,10000.0,1
755043,5,153,85000.0,2
755044,1,10,10500.0,1
756001,4,151,84000.0,1
756002,2,69,38500.0,1
756003,1,62,30000.0,1
756019,3,113,70000.0,1
756021,1,77,38000.0,1
756023,1,68,33000.0,1
756027,2,155,76000.0,1
756032,1,54,30000.0,1
756035,1,73,41000.0,1
756036,1,52,38000.0,1
756037,1,71,38000.0,1
756039,2,55,25000.0,1
756040,2,113,68000.0,1
756041,1,61,30000.0,1
756045,1,39,30000.0,1
756060,2,118,63000.0,1
756083,1,67,32500.0,1
756100,7,275,151000.0,1
756101,2,46,40000.0,1
756109,1,10,4000.0,1
756112,1,46,33000.0,1
756115,1,54,30000.0,1
756117,3,145,69000.0,1
756118,1,63,30000.0,1
756119,2,15,13800.0,2
756123,1,58,30000.0,1
756125,3,153,87000.0,1
756126,2,112,60000.0,1
756127,1,53,30000.0,1
756130,1,44,30000.0,1
756131,2,127,68000.0,1
756132,1,15,10000.0,1
756133,2,105,63000.0,1
756134,1,38,15000.0,1
756162,1,1,1000.0,1
756171,1,1,1000.0,1
756181,2,53,41000.0,1
756182,1,3,4475.0,1
757001,8,295,188700.0,3
757002,3,3,3000.0,1
757011,1,79,38000.0,1
757034,1,1,1000.0,1
757041,1,28,20000.0,1
757048,1,51,30000.0,1
757052,1,1,2000.0,1
757054,1,18,20000.0,1
757082,1,39,30000.0,1
757105,1,6,5000.0,1
758001,6,131,85300.0,2
758002,1,25,21000.0,1
758015,2,123,65000.0,1
758016,1,23,22000.0,1
758018,1,46,30000.0,1
758021,2,94,48000.0,1
758022,2,81,45000.0,1
758023,1,55,30000.0,1
758028,1,27,20000.0,1
758031,1,31,20000.0,1
758034,2,104,63000.0,1
758035,1,53,30000.0,1
758038,1,30,20000.0,1
758044,1,44,30000.0,1
758047,1,63,38000.0,1
759001,4,169,101500.0,1
759007,1,73,33000.0,1
759013,1,51,30000.0,1
759014,1,60,30000.0,1
759015,1,68,38000.0,1
759018,3,41,21000.0,1
759019,2,88,40000.0,2
759023,1,32,21000.0,1
759024,3,28,23400.0,1
759026,1,42,30000.0,1
759039,1,52,30000.0,1
759100,4,107,62000.0,1
759101,1,70,33000.0,1
759103,1,47,33400.0,1
759104,1,11,10000.0,1
759105,1,75,34000.0,1
759106,1,61,38000.0,1
759107,2,80,52000.0,1
759116,1,45,30000.0,1
759118,1,59,30000.0,1
759119,1,61,30000.0,1
759120,1,41,30000.0,1
759121,2,72,50000.0,2
759122,4,241,139000.0,1
759123,2,59,30000.0,1
759124,1,1,1000.0,1
759127,1,59,33000.0,1
759128,5,156,92500.0,2
759129,1,10,10500.0,1
759143,2,118,60000.0,1
759145,1,24,22000.0,1
759146,2,41,25000.0,2
759148,1,32,20000.0,1
760001,4,104,51000.0,1
760002,2,93,40500.0,1
760003,4,192,118000.0,1
760004,3,112,49299.0,1
760006,3,81,55200.0,3
760007,2,156,83000.0,1
760008,1,7,4000.0,1
760009,3,136,90000.0,2
760010,5,151,79500.0,1
761001,2,113,60000.0,1
761003,1,58,46920.0,1
761008,1,54,33000.0,1
761010,1,15,10000.0,1
761012,1,67,30000.0,1
761013,1,1,2000.0,1
761015,1,1,0.0,1
761018,2,48,31000.0,1
761019,1,53,30000.0,1
761020,4,172,104500.0,2
761025,1,25,0.0,1
761026,1,1,700.0,1
761028,1,79,38000.0,1
761031,1,14,11000.0,1
761035,1,48,30000.0,1
761042,1,58,30000.0,1
761045,1,36,30000.0,1
761054,1,52,30000.0,1
761101,2,110,66002.0,1
761104,1,77,38000.0,1
761110,1,2,1000.0,1
761117,4,85,36500.0,2
761118,2,107,63000.0,1
761126,4,72,36000.0,2
761131,2,119,68000.0,1
761143,1,82,33000.0,1
761209,1,1,1000.0,1
762001,4,91,60000.0,3
762013,1,47,30000.0,1
762014,1,108,61000.0,1
762023,1,20,20000.0,1
762026,1,67,38000.0,1
762100,2,85,45000.0,1
762102,1,1,0.0,1
762103,1,46,30000.0,1
762104,1,14,11000.0,1
763008,1,32,20000.0,1
763375,1,31,28500.0,1
764001,3,22,21000.0,1
764021,1,54,33000.0,1
764036,1,18,15120.0,1
764045,1,17,11000.0,1
764056,1,20,10000.0,1
764058,1,56,33000.0,1
764059,1,86,50000.0,1
764074,2,113,63000.0,1
765002,1,63,30000.0,1
765020,1,36,32863.0,1
765021,1,30,15000.0,1
765025,1,71,38000.0,1
765100,1,3,0.0,1
766001,3,94,69500.0,2
766002,2,89,50000.0,1
766012,3,91,46000.0,1
766014,1,31,12000.0,1
766015,1,28,15000.0,1
766027,2,80,39000.0,1
766103,1,11,10400.0,1
766105,2,16,11000.0,2
766107,1,7,5000.0,1
766108,1,32,20000.0,1
767001,8,356,199800.0,2
767002,3,63,50300.0,3
767017,3,79,40000.0,1
767021,1,72,33000.0,1
767022,1,58,38000.0,1
767025,1,40,33000.0,1
767026,1,38,30000.0,1
767032,1,62,30000.0,1
767033,2,86,39000.0,2
767035,1,46,33000.0,1
767038,1,1,2000.0,1
767039,1,27,20000.0,1
767040,1,42,30000.0,1
767061,1,45,30000.0,1
767720,1,24,22000.0,1
768001,4,121,80900.0,3
768004,5,202,97200.0,2
768016,1,84,38000.0,1
768017,1,28,20000.0,1
768018,2,117,85400.0,2
768027,4,204,120000.0,3
768028,3,120,70000.0,3
768029,1,24,20000.0,1
768032,2,35,15000.0,1
768033,2,70,51000.0,2
768108,3,128,64000.0,1
768112,1,27,22000.0,1
768200,1,59,30000.0,1
768201,5,149,80000.0,3
768202,1,67,30000.0,1
768212,3,66,36000.0,1
768221,1,46,31000.0,1
769001,9,353,202500.0,2
769002,1,48,30000.0,1
769004,1,18,13500.0,1
769005,1,1,1000.0,1
769006,1,46,30000.0,1
769008,2,65,33000.0,2
769009,1,37,28800.0,1
769012,2,126,68000.0,1
769014,1,54,30000.0,1
769015,5,160,82000.0,1
769042,3,257,104000.0,2
769043,1,70,30000.0,1
770001,2,13,12500.0,2
770016,1,33,20000.0,1
770032,1,79,30000.0,1
770034,1,4,0.0,1
770038,1,54,33000.0,1
770040,1,41,30000.0,1
780030,1,1,1000.0,1
781001,18,614,411500.0,2
781002,5,179,116500.0,1
781003,27,792,476400.0,6
781004,2,92,53000.0,1
781005,61,1503,929800.0,4
781006,21,777,526963.0,3
781007,18,486,301900.0,2
781008,4,121,88500.0,1
781009,7,296,172500.0,1
781011,20,887,550800.0,4
781012,19,643,417500.0,1
781014,9,370,284300.0,2
781015,2,56,35500.0,1
781016,6,237,126000.0,1
781017,11,408,252000.0,1
781018,13,390,258600.0,1
781019,16,387,250780.0,3
781020,13,404,239900.0,1
781021,6,325,192100.0,1
781022,17,509,344800.0,2
781023,3,107,68300.0,1
781024,6,229,111500.0,1
781025,13,347,267000.0,1
781026,17,413,281000.0,4
781028,25,910,596850.0,3
781029,19,473,334800.0,3
781030,2,76,38000.0,1
781031,4,106,74000.0,1
781032,4,183,136900.0,1
781033,2,43,41000.0,1
781034,18,550,361200.0,1
781035,6,286,184500.0,1
781036,16,538,341000.0,3
781037,12,394,271100.0,2
781038,16,589,352190.0,2
781039,1,1,1000.0,1
781040,7,261,165400.0,2
781088,1,53,30000.0,1
781101,8,298,186000.0,1
781102,7,248,142000.0,2
781103,6,148,114000.0,1
781104,4,137,85000.0,1
781111,1,1,1000.0,1
781121,1,50,30000.0,1
781122,8,359,235500.0,1
781123,6,119,77000.0,1
781124,3,8,7000.0,1
781125,8,332,206500.0,2
781126,2,93,58000.0,1
781127,2,71,51000.0,1
781128,3,95,61000.0,1
781132,1,21,22000.0,1
781134,2,28,24000.0,1
781135,3,93,75000.0,1
781136,4,100,77000.0,1
781137,3,93,57000.0,1
781150,2,11,12000.0,1
781171,9,305,183500.0,2
781301,5,163,79000.0,2
781302,1,51,30000.0,1
781303,2,5,1700.0,1
781304,1,1,0.0,1
781306,1,4,3500.0,1
781307,4,114,93000.0,1
781308,1,28,20000.0,1
781310,1,1,1000.0,1
781311,2,61,40000.0,1
781312,1,27,21000.0,1
781313,2,53,42000.0,1
781314,9,222,155100.0,1
781315,7,284,176000.0,2
781316,3,128,70000.0,1
781318,1,52,30000.0,1
781319,1,43,41500.0,1
781320,1,21,15000.0,1
781321,1,42,15000.0,1
781325,3,124,106900.0,1
781329,2,121,71000.0,1
781334,3,75,58200.0,1
781335,5,122,72000.0,1
781337,1,51,30000.0,1
781338,1,56,30000.0,1
781339,1,62,33000.0,1
781349,1,57,30000.0,1
781352,1,28,20000.0,1
781354,4,155,87700.0,1
781360,1,24,22000.0,1
781364,2,88,58500.0,1
781365,2,25,25000.0,1
781366,4,140,91000.0,1
781367,1,68,38000.0,1
781368,3,84,56000.0,1
781369,2,101,64000.0,1
781371,2,85,55000.0,1
781372,2,81,59000.0,1
781380,4,174,103000.0,1
781381,1,49,30000.0,1
781382,1,27,22000.0,1
782001,8,140,95500.0,2
782002,11,361,239500.0,3
782003,2,78,50000.0,1
782024,1,15,10000.0,1
782103,3,140,83000.0,1
782105,4,130,107500.0,1
782106,1,24,20000.0,1
782120,2,22,32000.0,1
782121,3,102,72000.0,1
782122,4,165,108500.0,1
782123,3,124,86000.0,1
782124,3,81,46000.0,2
782125,3,81,55000.0,1
782126,2,58,42000.0,1
782127,1,58,30000.0,1
782128,1,61,30000.0,1
782136,2,94,58000.0,1
782139,1,25,22000.0,1
782140,2,84,69000.0,1
782142,3,158,98000.0,1
782143,1,46,30000.0,1
782345,1,26,20000.0,1
782402,11,457,270600.0,2
782403,2,30,22313.0,1
782404,1,26,20000.0,1
782410,6,208,121500.0,1
